ID,Experiment,Treatment,Condition,Sample,Side,W_sum_4,W_percent_4,W_sum_end,W_percent_end,R_count,R_density,R_percent,R_length,W_mean_center
NREXP303_Oh7B.Mannitol.160.1,NREXP303_Oh7B,Mannitol,160,1,Plate,-1.199660914,0.1559782789,-0.9801733573,0.1544571407,36,7.5,0.6428571429,4.8,0.7231403284
NREXP303_Oh7B.Mannitol.160.2,NREXP303_Oh7B,Mannitol,160,2,Block,-1.523470832,0.2935953934,-1.699032858,0.2716666944,9,2.142857143,0.2045454545,4.2,-0.2262171401
NREXP303_Oh7B.Mannitol.160.2,NREXP303_Oh7B,Mannitol,160,2,Air_1,-1.437541289,0.2770354979,-1.7945259,0.2869355451,2,0.4761904762,0.0454545455,4.2,-0.1402875976
NREXP303_Oh7B.Mannitol.160.2,NREXP303_Oh7B,Mannitol,160,2,Air_2,-1.437541289,0.2770354979,-1.7945259,0.2869355451,2,0.4761904762,0.0454545455,4.2,-0.1402875976
NREXP303_Oh7B.Mannitol.160.2,NREXP303_Oh7B,Mannitol,160,2,Plate,-0.7904613562,0.1523336109,-0.9660233824,0.1544622153,31,7.380952381,0.7045454545,4.2,0.5067923352
NREXP303_Oh7B.Mannitol.160.3,NREXP303_Oh7B,Mannitol,160,3,Block,-1.657212519,0.2747971789,-2.204694252,0.335421982,10,2,0.2,5,-0.1495437306
NREXP303_Oh7B.Mannitol.160.3,NREXP303_Oh7B,Mannitol,160,3,Air_1,-1.724629796,0.2859762384,-1.692595646,0.2575113468,2,0.4,0.04,5,-0.2169610071
NREXP303_Oh7B.Mannitol.160.3,NREXP303_Oh7B,Mannitol,160,3,Air_2,-1.724629796,0.2859762384,-1.692595646,0.2575113468,2,0.4,0.04,5,-0.2169610071
NREXP303_Oh7B.Mannitol.160.3,NREXP303_Oh7B,Mannitol,160,3,Plate,-0.9242030441,0.1532503443,-0.9830117933,0.1495553244,36,7.2,0.72,5,0.5834657447
NREXP303_Oh7B.Mannitol.160.4,NREXP303_Oh7B,Mannitol,160,4,Block,-1.559592639,0.2880305292,-1.787788232,0.2637210441,13,2.765957447,0.2452830189,4.7,-0.205923079
NREXP303_Oh7B.Mannitol.160.4,NREXP303_Oh7B,Mannitol,160,4,Air_1,-1.514251219,0.2796567315,-1.968260632,0.2903429722,2,0.4255319149,0.0377358491,4.7,-0.1605816587
NREXP303_Oh7B.Mannitol.160.4,NREXP303_Oh7B,Mannitol,160,4,Air_2,-1.514251219,0.2796567315,-1.968260632,0.2903429722,2,0.4255319149,0.0377358491,4.7,-0.1605816587
NREXP303_Oh7B.Mannitol.160.4,NREXP303_Oh7B,Mannitol,160,4,Plate,-0.826583164,0.1526560078,-1.054778757,0.1555930115,36,7.659574468,0.679245283,4.7,0.5270863963
NREXP303_Oh7B.Mannitol.240.1,NREXP303_Oh7B,Mannitol,240,1,Block,-1.946029604,0.3238255274,-1.946029604,0.3238255274,8,1.632653061,0.2105263158,4.9,-0.4436545291
NREXP303_Oh7B.Mannitol.240.1,NREXP303_Oh7B,Mannitol,240,1,Air_1,-1.608477652,0.267655807,-1.608477652,0.267655807,1,0.2040816327,0.0263157895,4.9,-0.1061025774
NREXP303_Oh7B.Mannitol.240.1,NREXP303_Oh7B,Mannitol,240,1,Air_2,-1.608477652,0.267655807,-1.608477652,0.267655807,1,0.2040816327,0.0263157895,4.9,-0.1061025774
NREXP303_Oh7B.Mannitol.240.1,NREXP303_Oh7B,Mannitol,240,1,Plate,-0.8465153911,0.1408628586,-0.8465153911,0.1408628586,28,5.714285714,0.7368421053,4.9,0.6558596839
NREXP303_Oh7B.Mannitol.240.2,NREXP303_Oh7B,Mannitol,240,2,Block,-2.066827017,0.3055204799,-1.754316086,0.2598879427,6,1.304347826,0.1363636364,4.6,-0.3755925884
NREXP303_Oh7B.Mannitol.240.2,NREXP303_Oh7B,Mannitol,240,2,Air_1,-1.865398946,0.2757451769,-1.987328082,0.2944068124,1.5,0.3260869565,0.0340909091,4.6,-0.174164518
NREXP303_Oh7B.Mannitol.240.2,NREXP303_Oh7B,Mannitol,240,2,Air_2,-1.865398946,0.2757451769,-1.987328082,0.2944068124,1.5,0.3260869565,0.0340909091,4.6,-0.174164518
NREXP303_Oh7B.Mannitol.240.2,NREXP303_Oh7B,Mannitol,240,2,Plate,-0.9673128036,0.1429891663,-1.02130661,0.1512984325,35,7.608695652,0.7954545455,4.6,0.7239216245
NREXP303_Oh7B.Mannitol.240.3,NREXP303_Oh7B,Mannitol,240,3,Block,-1.749442785,0.3641522329,-0.7291725821,0.2940984956,8,2.580645161,0.32,3.1,-0.5484047114
NREXP303_Oh7B.Mannitol.240.3,NREXP303_Oh7B,Mannitol,240,3,Air_1,-1.202390469,0.2502815054,-0.6937538979,0.2798130136,1,0.3225806452,0.04,3.1,-0.001352395
NREXP303_Oh7B.Mannitol.240.3,NREXP303_Oh7B,Mannitol,240,3,Air_2,-1.202390469,0.2502815054,-0.6937538979,0.2798130136,1,0.3225806452,0.04,3.1,-0.001352395
NREXP303_Oh7B.Mannitol.240.3,NREXP303_Oh7B,Mannitol,240,3,Plate,-0.6499285722,0.1352847562,-0.3626678445,0.1462754773,15,4.838709677,0.6,3.1,0.5511095015
NREXP303_Oh7B.Mannitol.240.4,NREXP303_Oh7B,Mannitol,240,4,Block,-1.874236817,0.3351705314,-1.45207762,0.2935644973,6,1.395348837,0.1304347826,4.3,-0.4762642618
NREXP303_Oh7B.Mannitol.240.4,NREXP303_Oh7B,Mannitol,240,4,Air_1,-1.4714654,0.2631427553,-1.387610411,0.2805312519,3,0.6976744186,0.0652173913,4.3,-0.0734928447
NREXP303_Oh7B.Mannitol.240.4,NREXP303_Oh7B,Mannitol,240,4,Air_2,-1.4714654,0.2631427553,-1.387610411,0.2805312519,3,0.6976744186,0.0652173913,4.3,-0.0734928447
NREXP303_Oh7B.Mannitol.240.4,NREXP303_Oh7B,Mannitol,240,4,Plate,-0.7747226036,0.138543958,-0.7190681448,0.145372999,34,7.906976744,0.7391304348,4.3,0.6232499512
NREXP303_Oh7B.Mannitol.80.1,NREXP303_Oh7B,Mannitol,80,1,Block,-1.023453037,0.263115845,-1.189801276,0.2420359809,17,3.953488372,0.3148148148,4.3,-0.0510172673
NREXP303_Oh7B.Mannitol.80.1,NREXP303_Oh7B,Mannitol,80,1,Air_1,-1.104670871,0.2839958447,-1.451352748,0.2952422333,2,0.4651162791,0.0370370371,4.3,-0.1322351015
NREXP303_Oh7B.Mannitol.80.1,NREXP303_Oh7B,Mannitol,80,1,Air_2,-1.104670871,0.2839958447,-1.451352748,0.2952422333,2,0.4651162791,0.0370370371,4.3,-0.1322351015
NREXP303_Oh7B.Mannitol.80.1,NREXP303_Oh7B,Mannitol,80,1,Plate,-0.6569482989,0.1688924656,-0.8232965382,0.1674795525,33,7.674418605,0.6111111111,4.3,0.3154874704
NREXP303_Oh7B.Mannitol.80.2,NREXP303_Oh7B,Mannitol,80,2,Block,-0.9528395666,0.2757969425,-0.7726036939,0.2455062643,28,6.086956522,0.4179104478,4.6,-0.0891248006
NREXP303_Oh7B.Mannitol.80.2,NREXP303_Oh7B,Mannitol,80,2,Air_1,-0.9578423342,0.2772449806,-0.9230553466,0.2933145049,3.5,0.7608695652,0.052238806,4.6,-0.0941275682
NREXP303_Oh7B.Mannitol.80.2,NREXP303_Oh7B,Mannitol,80,2,Air_2,-0.9578423342,0.2772449806,-0.9230553466,0.2933145049,3.5,0.7608695652,0.052238806,4.6,-0.0941275682
NREXP303_Oh7B.Mannitol.80.2,NREXP303_Oh7B,Mannitol,80,2,Plate,-0.586334829,0.1697130963,-0.5282672021,0.167864726,32,6.956521739,0.4776119403,4.6,0.277379937
NREXP303_Oh7B.Mannitol.80.3,NREXP303_Oh7B,Mannitol,80,3,Block,-1.422457728,0.2242986931,-1.134985793,0.3017697385,22,4.4,0.328358209,5,0.1629925794
NREXP303_Oh7B.Mannitol.80.3,NREXP303_Oh7B,Mannitol,80,3,Air_1,-1.931695255,0.3045972565,-0.9899000849,0.2631943868,0.5,0.1,0.0074626866,5,-0.3462449482
NREXP303_Oh7B.Mannitol.80.3,NREXP303_Oh7B,Mannitol,80,3,Air_2,-1.931695255,0.3045972565,-0.9899000849,0.2631943868,0.5,0.1,0.0074626866,5,-0.3462449482
NREXP303_Oh7B.Mannitol.80.3,NREXP303_Oh7B,Mannitol,80,3,Plate,-1.05595299,0.1665067939,-0.6463128092,0.1718414879,44,8.8,0.6567164179,5,0.5294973171
NREXP303_Oh7B.Mannitol.80.4,NREXP303_Oh7B,Mannitol,80,4,Block,-1.150911468,0.2462677691,-0.9777208424,0.2707780898,20,4.255319149,0.3571428571,4.7,0.0174422635
NREXP303_Oh7B.Mannitol.80.4,NREXP303_Oh7B,Mannitol,80,4,Air_1,-1.369048364,0.2929438934,-1.010922877,0.2799733356,1,0.2127659575,0.0178571429,4.7,-0.2006946324
NREXP303_Oh7B.Mannitol.80.4,NREXP303_Oh7B,Mannitol,80,4,Air_2,-1.369048364,0.2929438934,-1.010922877,0.2799733356,1,0.2127659575,0.0178571429,4.7,-0.2006946324
NREXP303_Oh7B.Mannitol.80.4,NREXP303_Oh7B,Mannitol,80,4,Plate,-0.7844067306,0.1678444441,-0.6112161047,0.169275239,34,7.234042553,0.6071428571,4.7,0.3839470012
