Experiment,Treatment,Concentration,Sample,Distance,REGR,E1,E2,E3,C1,C2,C3,S
NREXP234,Control,0,2,10,0,-0.103108834,-0.106690062,-0.103108834,-0.105734728,-0.107067656,-0.105734728,-0.107124722
NREXP234,Control,0,2,10.5,0,-0.102982709,-0.106424594,-0.102982709,-0.105502854,-0.106786932,-0.105502854,-0.106841264
NREXP234,Control,0,2,11,0,-0.104384724,-0.109425366,-0.104384724,-0.108087279,-0.109958025,-0.108087279,-0.110039664
NREXP234,Control,0,2,11.5,0,-0.108079405,-0.117195832,-0.108079405,-0.114857526,-0.118168171,-0.114857526,-0.118323123
NREXP234,Control,0,2,12,0.025758596,-0.116648277,-0.133556091,-0.116648277,-0.129647614,-0.135365227,-0.129647614,-0.135657954
NREXP234,Control,0,2,12.5,0.025758596,-0.118944595,-0.138334358,-0.118944595,-0.133840217,-0.140413276,-0.133840217,-0.140751978
NREXP234,Control,0,2,13,0.025758596,-0.116785871,-0.13385265,-0.116785871,-0.129901472,-0.135678492,-0.129901472,-0.135973691
NREXP234,Control,0,2,13.5,0,-0.108424751,-0.11794002,-0.108424751,-0.115494675,-0.118954295,-0.115494675,-0.119115473
NREXP234,Control,0,2,14,0,-0.105114184,-0.110996056,-0.105114184,-0.109432957,-0.111617294,-0.109432957,-0.111712194
NREXP234,Control,0,2,14.5,0,-0.104471807,-0.109620049,-0.104471807,-0.10824696,-0.110162592,-0.10824696,-0.110244254
NREXP234,Control,0,2,15,0.001738465,-0.106166456,-0.113127527,-0.106166456,-0.11130463,-0.113862204,-0.11130463,-0.113973703
NREXP234,Control,0,2,15.5,0.001738465,-0.110019943,-0.121377084,-0.110019943,-0.11840659,-0.122579295,-0.11840659,-0.122764945
NREXP234,Control,0,2,16,0.001738465,-0.1181446,-0.138509747,-0.1181446,-0.133305722,-0.140681077,-0.133305722,-0.141026569
NREXP234,Control,0,2,16.5,0.052029667,-0.13604986,-0.172979984,-0.13604986,-0.164350218,-0.176927982,-0.164350218,-0.177564404
NREXP234,Control,0,2,17,0.052029667,-0.142580935,-0.18668484,-0.142580935,-0.176309637,-0.191408235,-0.176309637,-0.192174773
NREXP234,Control,0,2,17.5,0.052029667,-0.142421546,-0.186342792,-0.142421546,-0.176015725,-0.191046826,-0.176015725,-0.191810347
NREXP234,Control,0,2,18,0.052029667,-0.135486949,-0.171781402,-0.135486949,-0.163314954,-0.175661639,-0.163314954,-0.176287295
NREXP234,Control,0,2,18.5,0,-0.11684027,-0.135855466,-0.11684027,-0.130971348,-0.137882755,-0.130971348,-0.138205253
NREXP234,Control,0,2,19,0,-0.108305433,-0.117850281,-0.108305433,-0.115318415,-0.118859256,-0.115318415,-0.119014221
NREXP234,Control,0,2,19.5,0,-0.104120218,-0.108874485,-0.104120218,-0.107601456,-0.109375019,-0.107601456,-0.109450121
NREXP234,Control,0,2,20,0,-0.102046345,-0.104410054,-0.102046345,-0.103775457,-0.104658552,-0.103775457,-0.104695437
NREXP234,Control,0,2,20.5,0,-0.101016623,-0.10219124,-0.101016623,-0.101875652,-0.102314673,-0.101875652,-0.102332917
NREXP234,Control,0,2,21,0,-0.100505123,-0.101088793,-0.100505123,-0.100931945,-0.101150119,-0.100931945,-0.10115917
NREXP234,Control,0,2,21.5,0,-0.100251047,-0.100541137,-0.100251047,-0.100463178,-0.100571616,-0.100463178,-0.100576112
NREXP234,Control,0,2,22,0,-0.100124902,-0.100269229,-0.100124902,-0.100230441,-0.100284393,-0.100230441,-0.100286629
NREXP234,Control,0,2,22.5,0,-0.100062404,-0.100134514,-0.100062404,-0.100115134,-0.10014209,-0.100115134,-0.100143207
NREXP234,Control,0,2,23,0,-0.100031706,-0.100068343,-0.100031706,-0.100058497,-0.100072193,-0.100058497,-0.10007276
NREXP234,Control,0,2,23.5,0,-0.100017165,-0.100036999,-0.100017165,-0.100031669,-0.100039083,-0.100031669,-0.100039391
NREXP234,Control,0,2,24,0,-0.100011371,-0.10002451,-0.100011371,-0.100020979,-0.10002589,-0.100020979,-0.100026094
NREXP234,Control,0,3,0,0,-0.314532244,-0.558433982,-0.314532244,-0.494974474,-0.584346183,-0.494974474,-0.588406863
NREXP234,Control,0,3,0.5,0.418654647,-0.437113377,-0.788683321,-0.437113377,-0.704602944,-0.826169281,-0.704602944,-0.832139554
NREXP234,Control,0,3,1,0.418654647,-0.491837614,-0.903535956,-0.491837614,-0.804816423,-0.947520018,-0.804816423,-0.95458008
NREXP234,Control,0,3,1.5,0.418654647,-0.517878868,-0.959308278,-0.517878868,-0.852824462,-1.006456157,-0.852824462,-1.01402053
NREXP234,Control,0,3,2,0.418654647,-0.529347187,-0.98398247,-0.529347187,-0.8739812,-1.032524639,-0.8739812,-1.040302716
NREXP234,Control,0,3,2.5,0.418654647,-0.532168613,-0.990059837,-0.532168613,-0.879186595,-1.038944826,-0.879186595,-1.046774514
NREXP234,Control,0,3,3,0.418654647,-0.527787531,-0.980629584,-0.527787531,-0.871104184,-1.02898212,-0.871104184,-1.036730956
NREXP234,Control,0,3,3.5,0.418654647,-0.513947754,-0.950907049,-0.513947754,-0.845581027,-0.997578363,-0.845581027,-1.005067053
NREXP234,Control,0,3,4,0.418654647,-0.483345619,-0.885882426,-0.483345619,-0.78934009,-0.928878951,-0.78934009,-0.935780567
NREXP234,Control,0,3,4.5,0.297413112,-0.417048358,-0.753122622,-0.417048358,-0.671841707,-0.789026059,-0.671841707,-0.794789942
NREXP234,Control,0,3,5,0.297413112,-0.35380425,-0.619428809,-0.35380425,-0.555784644,-0.647773171,-0.555784644,-0.652304516
NREXP234,Control,0,3,5.5,0.070543702,-0.251916209,-0.41858543,-0.251916209,-0.376799201,-0.436350097,-0.376799201,-0.439172024
NREXP234,Control,0,3,6,0.070543702,-0.195662909,-0.299583793,-0.195662909,-0.273549009,-0.310620492,-0.273549009,-0.312348484
NREXP234,Control,0,3,6.5,0,-0.14827723,-0.203426709,-0.14827723,-0.188935527,-0.209266097,-0.188935527,-0.21016568
NREXP234,Control,0,3,7,0,-0.127626517,-0.159443718,-0.127626517,-0.150960706,-0.162799265,-0.150960706,-0.163307217
NREXP234,Control,0,3,7.5,0,-0.121288679,-0.145614479,-0.121288679,-0.139218203,-0.148189275,-0.139218203,-0.148584911
NREXP234,Control,0,3,8,0.030942294,-0.126725958,-0.154805171,-0.126725958,-0.148025631,-0.15779536,-0.148025631,-0.158268465
NREXP234,Control,0,3,8.5,0.030942294,-0.128064704,-0.157462107,-0.128064704,-0.150440035,-0.160603992,-0.150440035,-0.161108938
NREXP234,Control,0,3,9,0.030942294,-0.126820092,-0.15477751,-0.126820092,-0.148143542,-0.157768294,-0.148143542,-0.158251109
NREXP234,Control,0,3,9.5,0.030942294,-0.122362217,-0.1453813,-0.122362217,-0.139970341,-0.147840855,-0.139970341,-0.148236312
NREXP234,Control,0,3,10,0.002262197,-0.111646151,-0.124636811,-0.111646151,-0.121334669,-0.126021843,-0.121334669,-0.126242155
NREXP234,Control,0,3,10.5,0.002262197,-0.106474331,-0.113721851,-0.106474331,-0.111848469,-0.11448962,-0.111848469,-0.114608584
NREXP234,Control,0,3,11,0,-0.103370979,-0.107243075,-0.103370979,-0.106214955,-0.107651765,-0.106214955,-0.107713801
NREXP234,Control,0,3,11.5,0,-0.102058624,-0.104433749,-0.102058624,-0.103797866,-0.104683782,-0.103797866,-0.104721226
NREXP234,Control,0,3,12,0,-0.101802734,-0.103878503,-0.101802734,-0.103325338,-0.104097469,-0.103325338,-0.10413066
NREXP234,Control,0,3,12.5,0,-0.102481759,-0.105290156,-0.102481759,-0.104565611,-0.105589149,-0.104565611,-0.105636377
NREXP234,Control,0,3,13,0.006957963,-0.104630008,-0.109350794,-0.104630008,-0.108253749,-0.109855622,-0.108253749,-0.109937076
NREXP234,Control,0,3,13.5,0.006957963,-0.105151655,-0.110428896,-0.105151655,-0.109204276,-0.110994621,-0.109204276,-0.111086726
NREXP234,Control,0,3,14,0.006957963,-0.104487377,-0.109043354,-0.104487377,-0.107990597,-0.109530865,-0.107990597,-0.109609764
NREXP234,Control,0,3,14.5,0,-0.102123806,-0.104518624,-0.102123806,-0.103905193,-0.104774156,-0.103905193,-0.10481496
NREXP234,Control,0,3,15,0,-0.10104698,-0.102249813,-0.10104698,-0.101930996,-0.102377008,-0.101930996,-0.102396586
NREXP234,Control,0,3,15.5,0,-0.100519347,-0.101118564,-0.100519347,-0.100958148,-0.101181657,-0.100958148,-0.101191133
NREXP234,Control,0,3,16,0,-0.100257932,-0.100555859,-0.100257932,-0.100475877,-0.100587181,-0.100475877,-0.100591832
NREXP234,Control,0,3,16.5,0,-0.100128137,-0.100276187,-0.100128137,-0.100236411,-0.100291745,-0.100236411,-0.100294045
NREXP234,Control,0,3,17,0,-0.100063662,-0.100137222,-0.100063662,-0.100117455,-0.100144951,-0.100117455,-0.100146092
NREXP234,Control,0,3,17.5,0,-0.10003163,-0.100068178,-0.10003163,-0.100058356,-0.100072018,-0.100058356,-0.100072585
NREXP234,Control,0,3,18,0,-0.100015716,-0.100033876,-0.100015716,-0.100028996,-0.100035784,-0.100028996,-0.100036066
NREXP234,Control,0,3,18.5,0,-0.100007811,-0.100016837,-0.100007811,-0.100014411,-0.100017785,-0.100014411,-0.100017925
NREXP234,Control,0,3,19,0,-0.100003886,-0.100008377,-0.100003886,-0.10000717,-0.100008848,-0.10000717,-0.100008918
NREXP234,Control,0,3,19.5,0,-0.100001942,-0.100004185,-0.100001942,-0.100003582,-0.100004421,-0.100003582,-0.100004456
NREXP234,Control,0,3,20,0,-0.100000986,-0.100002126,-0.100000986,-0.10000182,-0.100002246,-0.10000182,-0.100002264
NREXP234,Control,0,3,20.5,0,-0.100000534,-0.100001151,-0.100000534,-0.100000985,-0.100001216,-0.100000985,-0.100001226
NREXP234,Control,0,3,21,0,-0.100000354,-0.100000763,-0.100000354,-0.100000653,-0.100000806,-0.100000653,-0.100000812
NREXP234,Control,0,4,0,0,-0.111437694,-0.124601695,-0.111437694,-0.12109143,-0.125988557,-0.12109143,-0.126196312
NREXP234,Control,0,4,0.5,0.005489669,-0.117440258,-0.137093721,-0.117440258,-0.131949282,-0.139166037,-0.131949282,-0.139477904
NREXP234,Control,0,4,1,0.005489669,-0.129189572,-0.16237036,-0.129189572,-0.153616547,-0.165867769,-0.153616547,-0.166393689
NREXP234,Control,0,4,1.5,0.005489669,-0.152834112,-0.213267544,-0.152834112,-0.197236933,-0.219638378,-0.197236933,-0.220600099
NREXP234,Control,0,4,2,0.005489669,-0.200548053,-0.315613965,-0.200548053,-0.285216657,-0.327781235,-0.285216657,-0.329651697
NREXP234,Control,0,4,2.5,0.005489669,-0.297809222,-0.520946976,-0.297809222,-0.463630203,-0.544725704,-0.463630203,-0.548500025
NREXP234,Control,0,4,3,0.578368921,-0.509740107,-0.930773954,-0.509740107,-0.831965809,-0.975758917,-0.831965809,-0.982991695
NREXP234,Control,0,4,3.5,0.578368921,-0.599431403,-1.119791447,-0.599431403,-0.996412594,-1.175468387,-0.996412594,-1.18446818
NREXP234,Control,0,4,4,0.578368921,-0.6281504,-1.181199057,-0.6281504,-1.049337135,-1.24036148,-1.049337135,-1.249921282
NREXP234,Control,0,4,4.5,0.585255536,-0.611781185,-1.145725096,-0.611781185,-1.018906046,-1.202845428,-1.018906046,-1.212072423
NREXP234,Control,0,4,5,0.585255536,-0.536931288,-0.988107447,-0.536931288,-0.881701101,-1.036311125,-0.881701101,-1.044059709
NREXP234,Control,0,4,5.5,0.08303631,-0.352017978,-0.630715012,-0.352017978,-0.560415264,-0.660434652,-0.560415264,-0.665167688
NREXP234,Control,0,4,6,0.08303631,-0.265191017,-0.44734713,-0.265191017,-0.4011257,-0.46669757,-0.4011257,-0.469732477
NREXP234,Control,0,4,6.5,0.08303631,-0.218553003,-0.347313591,-0.218553003,-0.315130522,-0.360998346,-0.315130522,-0.363144629
NREXP234,Control,0,4,7,0.08303631,-0.187187791,-0.280247132,-0.187187791,-0.25738236,-0.290144206,-0.25738236,-0.291700904
NREXP234,Control,0,4,7.5,0.017067538,-0.153247133,-0.212407359,-0.153247133,-0.197349199,-0.218699441,-0.197349199,-0.219688436
NREXP234,Control,0,4,8,0.030611457,-0.139503294,-0.182192556,-0.139503294,-0.171577224,-0.186731503,-0.171577224,-0.187444881
NREXP234,Control,0,4,8.5,0.030611457,-0.128950888,-0.159604381,-0.128950888,-0.152137961,-0.162866288,-0.152137961,-0.163380591
NREXP234,Control,0,4,9,0.003861688,-0.115719095,-0.133276261,-0.115719095,-0.128783679,-0.135142702,-0.128783679,-0.135435314
NREXP234,Control,0,4,9.5,0.003861688,-0.10917656,-0.119403688,-0.10917656,-0.116767889,-0.120486339,-0.116767889,-0.120653169
NREXP234,Control,0,4,10,0,-0.105159142,-0.111083821,-0.105159142,-0.109511059,-0.111709082,-0.109511059,-0.11180381
NREXP234,Control,0,4,10.5,0,-0.103890982,-0.108379668,-0.103890982,-0.107178292,-0.10885228,-0.107178292,-0.108923148
NREXP234,Control,0,4,11,0,-0.104620412,-0.109934815,-0.104620412,-0.108522273,-0.110496082,-0.108522273,-0.110581797
NREXP234,Control,0,4,11.5,0,-0.107759257,-0.116520955,-0.107759257,-0.114270253,-0.117455024,-0.114270253,-0.117603542
NREXP234,Control,0,4,12,0.02396792,-0.115556602,-0.131364906,-0.115556602,-0.127707749,-0.133056249,-0.127707749,-0.133329804
NREXP234,Control,0,4,12.5,0.02396792,-0.117550921,-0.13550414,-0.117550921,-0.131346233,-0.137429225,-0.131346233,-0.137743008
NREXP234,Control,0,4,13,0.02396792,-0.115360819,-0.130942899,-0.115360819,-0.127346532,-0.132610472,-0.127346532,-0.132880518
NREXP234,Control,0,4,13.5,0,-0.107267909,-0.115461915,-0.107267909,-0.113363725,-0.116336326,-0.113363725,-0.116476025
NREXP234,Control,0,4,14,0,-0.103583005,-0.107699217,-0.103583005,-0.106608295,-0.108134509,-0.106608295,-0.108201529
NREXP234,Control,0,4,14.5,0,-0.101777913,-0.103829232,-0.101777913,-0.103280091,-0.104045226,-0.103280091,-0.104077669
NREXP234,Control,0,4,15,0,-0.100884218,-0.101905542,-0.100884218,-0.10163136,-0.102012919,-0.10163136,-0.102028864
NREXP234,Control,0,4,15.5,0,-0.100441735,-0.100952117,-0.100441735,-0.100814993,-0.10100575,-0.100814993,-0.101013678
NREXP234,Control,0,4,16,0,-0.10022443,-0.100483758,-0.10022443,-0.10041407,-0.100511006,-0.10041407,-0.100515027
NREXP234,Control,0,4,16.5,0,-0.1001215,-0.100261897,-0.1001215,-0.100224166,-0.100276647,-0.100224166,-0.100278823
NREXP234,Control,0,4,17,0,-0.100080486,-0.10017349,-0.100080486,-0.100148495,-0.100183261,-0.100148495,-0.100184703
NREXP234,Citrate,1,1,0,0,-0.100103327,-0.100222723,-0.100103327,-0.100190636,-0.100235267,-0.100190636,-0.100237118
NREXP234,Citrate,1,1,0.5,0,-0.10015598,-0.100336217,-0.10015598,-0.100287781,-0.100355154,-0.100287781,-0.100357948
NREXP234,Citrate,1,1,1,0,-0.100288124,-0.100621031,-0.100288124,-0.100531584,-0.100656013,-0.100531584,-0.100661182
NREXP234,Citrate,1,1,1.5,0,-0.10056713,-0.101222253,-0.10056713,-0.101046342,-0.10129112,-0.101046342,-0.101301332
NREXP234,Citrate,1,1,2,0,-0.10113546,-0.102445917,-0.10113546,-0.102094839,-0.102583843,-0.102094839,-0.102604489
NREXP234,Citrate,1,1,2.5,0,-0.102285176,-0.104913392,-0.102285176,-0.10421494,-0.105190981,-0.10421494,-0.105233386
NREXP234,Citrate,1,1,3,0,-0.104627084,-0.109868815,-0.104627084,-0.108513636,-0.110426534,-0.108513636,-0.11051441
NREXP234,Citrate,1,1,3.5,0.012261101,-0.109687982,-0.119770018,-0.109687982,-0.117365553,-0.120845427,-0.117365553,-0.121017064
NREXP234,Citrate,1,1,4,0.012261101,-0.112668261,-0.126087222,-0.112668261,-0.122840509,-0.127520325,-0.122840509,-0.127750303
NREXP234,Citrate,1,1,4.5,0.012261101,-0.115453576,-0.131955114,-0.115453576,-0.127947695,-0.133720452,-0.127947695,-0.134005686
NREXP234,Citrate,1,1,5,0.029316553,-0.119945541,-0.140262819,-0.119945541,-0.135562862,-0.142438714,-0.135562862,-0.14279185
NREXP234,Citrate,1,1,5.5,0.029316553,-0.118107799,-0.136393704,-0.118107799,-0.132194335,-0.138350706,-0.132194335,-0.138667511
NREXP234,Citrate,1,1,6,0,-0.108671133,-0.118442715,-0.108671133,-0.11594259,-0.119485642,-0.11594259,-0.119652307
NREXP234,Citrate,1,1,6.5,0,-0.104511663,-0.109695697,-0.104511663,-0.108321146,-0.110243793,-0.108321146,-0.110328059
NREXP234,Citrate,1,1,7,0,-0.102717124,-0.105852082,-0.102717124,-0.10501285,-0.106182177,-0.10501285,-0.106231757
NREXP234,Citrate,1,1,7.5,0,-0.102315456,-0.104982926,-0.102315456,-0.104271248,-0.105264164,-0.104271248,-0.105306668
NREXP234,Citrate,1,1,8,0,-0.103111519,-0.106642343,-0.103111519,-0.105726365,-0.107017604,-0.105726365,-0.107076392
NREXP234,Citrate,1,1,8.5,0.007559602,-0.105715625,-0.111635471,-0.105715625,-0.110231704,-0.112267192,-0.110231704,-0.112368153
NREXP234,Citrate,1,1,9,0.007559602,-0.106903391,-0.114138788,-0.106903391,-0.1124095,-0.114912116,-0.1124095,-0.115036484
NREXP234,Citrate,1,1,9.5,0.007559602,-0.107485397,-0.115386699,-0.107485397,-0.113482609,-0.116230734,-0.113482609,-0.116366239
NREXP234,Citrate,1,1,10,0.007559602,-0.107773563,-0.116006996,-0.107773563,-0.114014231,-0.116886053,-0.114014231,-0.117026875
NREXP234,Citrate,1,1,10.5,0.007559602,-0.10791624,-0.116314427,-0.10791624,-0.114277466,-0.117210813,-0.114277466,-0.11735422
NREXP234,Citrate,1,1,11,0.007559602,-0.10798631,-0.116465449,-0.10798631,-0.114406743,-0.117370343,-0.114406743,-0.11751501
NREXP234,Citrate,1,1,11.5,0.007559602,-0.108019499,-0.116536988,-0.108019499,-0.114467977,-0.117445912,-0.114467977,-0.117591173
NREXP234,Citrate,1,1,12,0.007559602,-0.108032724,-0.116565494,-0.108032724,-0.114492377,-0.117476024,-0.114492377,-0.117621522
NREXP234,Citrate,1,2,0,0,-0.117881565,-0.138431135,-0.117881565,-0.132969605,-0.140599259,-0.132969605,-0.140927423
NREXP234,Citrate,1,2,0.5,0.010611418,-0.127349966,-0.157910368,-0.127349966,-0.150012437,-0.161144598,-0.150012437,-0.161642378
NREXP234,Citrate,1,2,1,0.010611418,-0.144862109,-0.194976259,-0.144862109,-0.182158949,-0.200305473,-0.182158949,-0.201142488
NREXP234,Citrate,1,2,1.5,0.090595184,-0.181801345,-0.268023033,-0.181801345,-0.247144558,-0.277205803,-0.247144558,-0.278659836
NREXP234,Citrate,1,2,2,0.090595184,-0.208867397,-0.325714333,-0.208867397,-0.296934674,-0.338157609,-0.296934674,-0.340127438
NREXP234,Citrate,1,2,2.5,0.090595184,-0.242110591,-0.396937825,-0.242110591,-0.358221326,-0.413419012,-0.358221326,-0.416028507
NREXP234,Citrate,1,2,3,0.090595184,-0.299492418,-0.51746751,-0.299492418,-0.463302187,-0.540758798,-0.463302187,-0.544498253
NREXP234,Citrate,1,2,3.5,0.542432842,-0.42194949,-0.746554041,-0.42194949,-0.671879118,-0.781246445,-0.671879118,-0.786833791
NREXP234,Citrate,1,2,4,0.248377756,-0.391905648,-0.702348736,-0.391905648,-0.627253262,-0.735559723,-0.627253262,-0.740923487
NREXP234,Citrate,1,2,4.5,0.248377756,-0.383768106,-0.685178734,-0.383768106,-0.612327675,-0.717418461,-0.612327675,-0.722622353
NREXP234,Citrate,1,2,5,0.493841535,-0.392059104,-0.686564941,-0.392059104,-0.618758173,-0.718030819,-0.618758173,-0.723091845
NREXP234,Citrate,1,2,5.5,0.035895429,-0.260285771,-0.438226009,-0.260285771,-0.393317514,-0.457224468,-0.393317514,-0.460263826
NREXP234,Citrate,1,2,6,0.035895429,-0.203729885,-0.31918431,-0.203729885,-0.289677359,-0.331454576,-0.289677359,-0.33338322
NREXP234,Citrate,1,2,6.5,0.09419884,-0.183055238,-0.270783623,-0.183055238,-0.249402523,-0.280107863,-0.249402523,-0.281572117
NREXP234,Citrate,1,2,7,0.018124485,-0.149677193,-0.204685864,-0.149677193,-0.190728697,-0.210536463,-0.190728697,-0.211455596
NREXP234,Citrate,1,2,7.5,0.018124485,-0.133885594,-0.171175553,-0.133885594,-0.16172535,-0.175135006,-0.16172535,-0.175753635
NREXP234,Citrate,1,2,8,0.018124485,-0.125674736,-0.153541206,-0.125674736,-0.146583364,-0.156503508,-0.146583364,-0.156968433
NREXP234,Citrate,1,2,8.5,0.018124485,-0.120708646,-0.14287417,-0.120708646,-0.137428163,-0.145234446,-0.137428163,-0.145607693
NREXP234,Citrate,1,2,9,0.014397123,-0.1163386,-0.133773802,-0.1163386,-0.12951434,-0.135632803,-0.12951434,-0.13592837
NREXP234,Citrate,1,2,9.5,0.014397123,-0.112550999,-0.125745981,-0.112550999,-0.122558914,-0.127151371,-0.122558914,-0.127373997
NREXP234,Citrate,1,2,10,0,-0.106923626,-0.114798659,-0.106923626,-0.112746572,-0.11563458,-0.112746572,-0.115764848
NREXP234,Citrate,1,2,10.5,0,-0.105252199,-0.111291416,-0.105252199,-0.10968739,-0.111929436,-0.10968739,-0.112027058
NREXP234,Citrate,1,2,11,0,-0.106324088,-0.113499922,-0.106324088,-0.111638895,-0.114262754,-0.111638895,-0.114382493
NREXP234,Citrate,1,2,11.5,0.015220809,-0.111069569,-0.122482157,-0.111069569,-0.1197919,-0.123700851,-0.1197919,-0.123896269
NREXP234,Citrate,1,2,12,0.015220809,-0.11273984,-0.125969729,-0.11273984,-0.122846191,-0.127385891,-0.122846191,-0.127615156
NREXP234,Citrate,1,2,12.5,0.015220809,-0.112596077,-0.125659873,-0.112596077,-0.122580951,-0.127058578,-0.122580951,-0.12728526
NREXP234,Citrate,1,2,13,0.015220809,-0.110564981,-0.121394748,-0.110564981,-0.118860946,-0.122552165,-0.118860946,-0.122738482
NREXP234,Citrate,1,2,13.5,0,-0.10520117,-0.111081289,-0.10520117,-0.109567207,-0.111707706,-0.109567207,-0.111806979
NREXP234,Citrate,1,2,14,0,-0.102935512,-0.106312043,-0.102935512,-0.105414512,-0.106668636,-0.105414512,-0.10672309
NREXP234,Citrate,1,2,14.5,0,-0.102200411,-0.104739335,-0.102200411,-0.104059568,-0.105006651,-0.104059568,-0.105046777
NREXP234,Citrate,1,2,15,0,-0.102593057,-0.10557572,-0.102593057,-0.10478286,-0.105890711,-0.10478286,-0.105938805
NREXP234,Citrate,1,2,15.5,0,-0.104337643,-0.109235814,-0.104337643,-0.107977429,-0.109757957,-0.107977429,-0.109840927
NREXP234,Citrate,1,2,16,0.013434124,-0.108686697,-0.117512743,-0.108686697,-0.115470116,-0.11845677,-0.115470116,-0.118609219
NREXP234,Citrate,1,2,16.5,0.013434124,-0.10975804,-0.119759083,-0.10975804,-0.117431487,-0.120830223,-0.117431487,-0.121004081
NREXP234,Citrate,1,2,17,0.008485432,-0.108326381,-0.117074735,-0.108326381,-0.114985513,-0.118011169,-0.114985513,-0.118162764
NREXP234,Citrate,1,2,17.5,0.008485432,-0.106651606,-0.113564405,-0.106651606,-0.111919706,-0.114302188,-0.111919706,-0.114420271
NREXP234,Citrate,1,2,18,0,-0.103518087,-0.107510209,-0.103518087,-0.106474694,-0.10793455,-0.106474694,-0.108001102
NREXP234,Citrate,1,2,18.5,0,-0.102428077,-0.105224791,-0.102428077,-0.104478942,-0.10551971,-0.104478942,-0.105564332
NREXP234,Citrate,1,2,19,0,-0.102595213,-0.105590079,-0.102595213,-0.104787961,-0.105905338,-0.104787961,-0.105952589
NREXP234,Citrate,1,2,19.5,0,-0.104091728,-0.108797547,-0.104091728,-0.107547065,-0.109294591,-0.107547065,-0.109370544
NREXP234,Citrate,1,2,20,0,-0.107723188,-0.116459537,-0.107723188,-0.114207406,-0.117389897,-0.114207406,-0.117537078
NREXP234,Citrate,1,2,20.5,0.022013561,-0.115937825,-0.132360551,-0.115937825,-0.128492026,-0.134114399,-0.128492026,-0.134395747
NREXP234,Citrate,1,2,21,0.022013561,-0.11966825,-0.140235737,-0.11966825,-0.135334954,-0.142434925,-0.135334954,-0.142789305
NREXP234,Citrate,1,2,21.5,0.022013561,-0.12141332,-0.143978011,-0.12141332,-0.138552593,-0.146389201,-0.138552593,-0.146776912
NREXP234,Citrate,1,2,22,0.022013561,-0.122106957,-0.14547073,-0.122106957,-0.139832232,-0.147966236,-0.139832232,-0.14836681
NREXP234,Citrate,1,3,0,0,-0.250552057,-0.421701741,-0.250552057,-0.377178094,-0.439885686,-0.377178094,-0.442736057
NREXP234,Citrate,1,3,0.5,0.29515746,-0.336618713,-0.583266059,-0.336618713,-0.524314574,-0.609566596,-0.524314574,-0.6137569
NREXP234,Citrate,1,3,1,0.29515746,-0.374309716,-0.662319669,-0.374309716,-0.593323797,-0.693093359,-0.593323797,-0.698036009
NREXP234,Citrate,1,3,1.5,0.29515746,-0.39078942,-0.697588631,-0.39078942,-0.623702042,-0.730364602,-0.623702042,-0.735628967
NREXP234,Citrate,1,3,2,0.29515746,-0.395046956,-0.706737369,-0.395046956,-0.631555715,-0.74003136,-0.631555715,-0.745376844
NREXP234,Citrate,1,3,2.5,0.29515746,-0.389303495,-0.694384171,-0.389303495,-0.620960495,-0.726979838,-0.620960495,-0.732217945
NREXP234,Citrate,1,3,3,0.29515746,-0.370583033,-0.654275215,-0.370583033,-0.586447518,-0.684596887,-0.586447518,-0.689474636
NREXP234,Citrate,1,3,3.5,0.29515746,-0.328773369,-0.566265129,-0.328773369,-0.509829244,-0.591612872,-0.509829244,-0.595670188
NREXP234,Citrate,1,3,4,0,-0.23481313,-0.386980178,-0.23481313,-0.347922526,-0.403205888,-0.347922526,-0.405788078
NREXP234,Citrate,1,3,4.5,0.1299323,-0.222026362,-0.351096397,-0.222026362,-0.319731975,-0.364844268,-0.319731975,-0.367025336
NREXP234,Citrate,1,3,5,0.1299323,-0.197390343,-0.298250786,-0.197390343,-0.274305526,-0.309005838,-0.274305526,-0.310717917
NREXP234,Citrate,1,3,5.5,1.09E-05,-0.147752911,-0.201830584,-0.147752911,-0.187856939,-0.207584709,-0.187856939,-0.20849092
NREXP234,Citrate,1,3,6,1.09E-05,-0.126249659,-0.156425696,-0.126249659,-0.148414832,-0.159614278,-0.148414832,-0.160102591
NREXP234,Citrate,1,3,6.5,1.09E-05,-0.118466048,-0.139565063,-0.118466048,-0.134018641,-0.141798769,-0.134018641,-0.142142629
NREXP234,Citrate,1,3,7,0.026316589,-0.120883476,-0.14265511,-0.120883476,-0.137440657,-0.144973829,-0.137440657,-0.145340474
NREXP234,Citrate,1,3,7.5,0.026316589,-0.118817696,-0.13820202,-0.118817696,-0.133629283,-0.140269917,-0.133629283,-0.140599487
NREXP234,Citrate,1,3,8,0,-0.111216746,-0.123936587,-0.111216746,-0.120643034,-0.125289749,-0.120643034,-0.125502949
NREXP234,Citrate,1,3,8.5,0,-0.110144928,-0.12167121,-0.110144928,-0.118676795,-0.122896522,-0.118676795,-0.123089197
NREXP234,Citrate,1,3,9,0.020000141,-0.114889246,-0.130281913,-0.114889246,-0.126640887,-0.131925054,-0.126640887,-0.132188136
NREXP234,Citrate,1,3,9.5,0.020000141,-0.115769321,-0.132048661,-0.115769321,-0.128230529,-0.133791533,-0.128230529,-0.134073624
NREXP234,Citrate,1,3,10,0.020000141,-0.113731112,-0.127788619,-0.113731112,-0.124504286,-0.12929102,-0.124504286,-0.129532789
