ID,Experiment,Treatment,Condition,Sample,Side,W_sum_4,W_percent_4,W_sum_end,W_percent_end,R_count,R_density,R_percent,R_length,W_mean_center
NREXP240.Control.0.1,NREXP240,Control,0,1,Air_1,-2.092646871,0.3202593811,-2.092646871,0.3202593811,0,0,0,4.8,-0.4590906078
NREXP240.Control.0.1,NREXP240,Control,0,1,Air_2,-2.092646871,0.3202593811,-2.092646871,0.3202593811,0,0,0,4.8,-0.4590906078
NREXP240.Control.0.1,NREXP240,Control,0,1,Plate,-1.174465655,0.1797406189,-1.174465655,0.1797406189,40,8.333333333,0.5405405405,4.8,0.4590906078
NREXP240.Control.0.2,NREXP240,Control,0,2,Block,-1.391445978,0.17704328,-0.699001944,0.2168069886,26,5.531914894,0.3561643836,4.7,0.5733927575
NREXP240.Control.0.2,NREXP240,Control,0,2,Air_1,-2.538231493,0.32295672,-0.913035446,0.2831930114,0,0,0,4.7,-0.5733927575
NREXP240.Control.0.2,NREXP240,Control,0,2,Air_2,-2.538231493,0.32295672,-0.913035446,0.2831930114,0,0,0,4.7,-0.5733927575
NREXP240.Control.0.2,NREXP240,Control,0,2,Plate,-1.391445978,0.17704328,-0.699001944,0.2168069886,47,10,0.6438356164,4.7,0.5733927575
NREXP240.Control.0.3,NREXP240,Control,0,3,Block,-1.299132023,0.1785612758,-0.6457985781,0.2226284602,35,7.777777778,0.472972973,4.5,0.5197562232
NREXP240.Control.0.3,NREXP240,Control,0,3,Air_1,-2.338644469,0.3214387242,-0.8045967971,0.2773715398,0,0,0,4.5,-0.5197562232
NREXP240.Control.0.3,NREXP240,Control,0,3,Air_2,-2.338644469,0.3214387242,-0.8045967971,0.2773715398,0,0,0,4.5,-0.5197562232
NREXP240.Control.0.3,NREXP240,Control,0,3,Plate,-1.299132023,0.1785612758,-0.6457985781,0.2226284602,39,8.666666667,0.527027027,4.5,0.5197562232
NREXP240.Control.0.4,NREXP240,Control,0,4,Block,-0.4935868738,0.2045743071,-0.5242174153,0.1862441066,33,6.875,0.4782608696,4.8,0.1096008881
NREXP240.Control.0.4,NREXP240,Control,0,4,Air_1,-0.7127886499,0.2954256929,-0.8831221912,0.3137558934,0,0,0,4.8,-0.1096008881
NREXP240.Control.0.4,NREXP240,Control,0,4,Air_2,-0.7127886499,0.2954256929,-0.8831221912,0.3137558934,0,0,0,4.8,-0.1096008881
NREXP240.Control.0.4,NREXP240,Control,0,4,Plate,-0.4935868738,0.2045743071,-0.5242174153,0.1862441066,36,7.5,0.5217391304,4.8,0.1096008881
NREXP240.Mannitol.160.1,NREXP240,Mannitol,160,1,Block,-1.999381092,0.2468665931,-2.068179879,0.2896660878,16,3.47826087,0.262295082,4.6,0.0253775708
NREXP240.Mannitol.160.1,NREXP240,Mannitol,160,1,Air_1,-2.416640972,0.2983862985,-1.990430985,0.2787766975,0,0,0,4.6,-0.3918823084
NREXP240.Mannitol.160.1,NREXP240,Mannitol,160,1,Air_2,-2.416640972,0.2983862985,-1.990430985,0.2787766975,0,0,0,4.6,-0.3918823084
NREXP240.Mannitol.160.1,NREXP240,Mannitol,160,1,Plate,-1.266371617,0.1563608098,-1.090833912,0.1527805172,45,9.782608696,0.737704918,4.6,0.7583870461
NREXP240.Mannitol.160.2,NREXP240,Mannitol,160,2,Block,-1.545150066,0.2903633068,-1.545150066,0.2903633068,8,1.6,0.1509433962,5,-0.2147907971
NREXP240.Mannitol.160.2,NREXP240,Mannitol,160,2,Air_1,-1.48207321,0.2785099567,-1.48207321,0.2785099567,0,0,0,5,-0.1517139406
NREXP240.Mannitol.160.2,NREXP240,Mannitol,160,2,Air_2,-1.48207321,0.2785099567,-1.48207321,0.2785099567,0,0,0,5,-0.1517139406
