Experiment,Treatment,Concentration,Distance,1,2,3,4
NREXP236,Mannitol,240,0,0,0,0,0
NREXP236,Mannitol,240,0.615,NA,NA,NA,-0.0264182428
NREXP236,Mannitol,240,0.709,NA,0.1971426332,0.1092974549,NA
NREXP236,Mannitol,240,1.049,NA,NA,0.322094113,NA
NREXP236,Mannitol,240,1.134,NA,NA,NA,0.2687503892
NREXP236,Mannitol,240,1.277,NA,0.0207900167,NA,NA
NREXP236,Mannitol,240,1.324,0.1378348288,NA,NA,NA
NREXP236,Mannitol,240,1.608,NA,NA,NA,0.3165221874
NREXP236,Mannitol,240,1.666,NA,0.2821055371,NA,NA
NREXP236,Mannitol,240,1.757,NA,NA,0.4503138524,NA
NREXP236,Mannitol,240,2.148,0.0708425341,NA,NA,NA
NREXP236,Mannitol,240,2.184,NA,NA,0.711692377,NA
NREXP236,Mannitol,240,2.221,NA,NA,NA,0.7854011423
NREXP236,Mannitol,240,2.24,NA,0.3903540296,NA,NA
NREXP236,Mannitol,240,2.853,NA,0.7241617506,NA,NA
NREXP236,Mannitol,240,2.869,0.6993147279,NA,NA,NA
NREXP236,Mannitol,240,3.273,NA,NA,0.0298648276,NA
NREXP236,Mannitol,240,3.504,NA,NA,NA,0.0856782161
NREXP236,Mannitol,240,3.661,NA,0.276478864,NA,NA
NREXP236,Mannitol,240,3.662,NA,NA,0.0363881608,NA
NREXP236,Mannitol,240,3.73,0.1767382348,NA,NA,NA
NREXP236,Mannitol,240,4.604,NA,0.0057960676,NA,NA
NREXP236,Mannitol,240,4.769,0.0336525099,NA,NA,NA
NREXP236,Mannitol,240,5.131,NA,NA,0.0648664679,NA
NREXP236,Mannitol,240,5.142,NA,0.0334259088,NA,NA
NREXP236,Mannitol,240,5.716,NA,0.0156540337,NA,NA
NREXP236,Mannitol,240,5.865,NA,NA,NA,0.0108391635
NREXP236,Mannitol,240,6.328,0.0084938637,NA,NA,NA
NREXP236,Mannitol,240,6.412,NA,NA,-0.0438586406,NA
NREXP236,Mannitol,240,6.754,NA,-0.0073341748,NA,NA
NREXP236,Mannitol,240,7.375,NA,NA,NA,0.0030140999
NREXP236,Mannitol,240,7.85,-0.0265665821,NA,NA,NA
NREXP236,Mannitol,240,7.882,NA,NA,0.0307293164,NA
NREXP236,Mannitol,240,8.13,NA,-0.0111837831,NA,NA
NREXP236,Mannitol,240,8.746,NA,NA,NA,0.0095984124
NREXP236,Mannitol,240,9.347,NA,NA,-0.0210105004,NA
NREXP236,Mannitol,240,9.501,NA,0.0458223939,NA,NA
NREXP236,Mannitol,240,9.507,-0.0158623017,NA,NA,NA
NREXP236,Mannitol,240,10.164,NA,NA,NA,0.014372189
NREXP236,Mannitol,240,10.904,NA,NA,0.0195774471,NA
NREXP236,Mannitol,240,10.917,NA,-0.011393176,NA,NA
NREXP236,Mannitol,240,11.446,NA,NA,NA,-0.0370751851
NREXP236,Mannitol,240,12.007,0.0056682955,NA,NA,NA
NREXP236,Mannitol,240,12.305,NA,-0.0084127692,NA,NA
NREXP236,Mannitol,240,12.464,NA,NA,-0.0055244571,NA
NREXP236,Mannitol,240,12.775,-0.0517366378,NA,NA,NA
NREXP236,Mannitol,240,12.92,NA,NA,NA,0.0177363002
NREXP236,Mannitol,240,13.817,NA,0.0186329118,NA,NA
NREXP236,Mannitol,240,14.185,NA,NA,-0.0029681081,NA
NREXP236,Mannitol,240,14.385,NA,NA,NA,-0.009841499
NREXP236,Mannitol,240,15.205,NA,-0.028909763,NA,NA
NREXP236,Mannitol,240,18.586,0.0026470739,NA,NA,NA
NREXP240,Control,0,0,0,0,0,0
NREXP240,Control,0,1.555,-0.0769737499,NA,NA,NA
NREXP240,Control,0,1.804,NA,NA,NA,0.2689884178
NREXP240,Control,0,2.093,NA,NA,0.1441132915,NA
NREXP240,Control,0,2.132,0.6760865522,NA,NA,NA
NREXP240,Control,0,2.497,NA,0.1244989566,NA,NA
NREXP240,Control,0,2.72,0.1488871031,NA,NA,NA
NREXP240,Control,0,3.02,0.761750213,NA,NA,NA
NREXP240,Control,0,3.069,NA,0.4473753265,NA,NA
NREXP240,Control,0,3.087,NA,NA,NA,0.6009917759
NREXP240,Control,0,3.477,NA,NA,0.2741082093,NA
NREXP240,Control,0,3.686,NA,0.6619242428,NA,NA
NREXP240,Control,0,3.916,NA,NA,NA,0.0565888755
NREXP240,Control,0,4.323,0.2891292435,NA,NA,NA
NREXP240,Control,0,4.404,NA,0.4746820784,NA,NA
NREXP240,Control,0,4.456,NA,NA,0.5464761894,NA
NREXP240,Control,0,4.784,NA,0.2079580146,NA,NA
NREXP240,Control,0,5.143,0.3852412974,NA,NA,NA
NREXP240,Control,0,5.268,NA,NA,0.0994882395,NA
NREXP240,Control,0,5.673,NA,NA,NA,-0.0092210065
NREXP240,Control,0,6.074,NA,0.0485733106,NA,NA
NREXP240,Control,0,6.228,NA,NA,0.0240932604,NA
NREXP240,Control,0,6.344,-0.0041880213,NA,NA,NA
NREXP240,Control,0,7.192,NA,NA,NA,0.0125583642
NREXP240,Control,0,7.462,0.0386860444,NA,NA,NA
NREXP240,Control,0,7.703,NA,NA,0.0145978027,NA
NREXP240,Control,0,8.313,NA,0.0328262575,NA,NA
NREXP240,Control,0,8.573,0.007791942,NA,NA,NA
NREXP240,Control,0,8.748,NA,NA,0.0276088082,NA
NREXP240,Control,0,9.768,-0.0218749669,NA,NA,NA
NREXP240,Control,0,9.927,NA,-0.0219986133,NA,NA
NREXP240,Control,0,10.044,NA,NA,NA,-0.0001649024
NREXP240,Control,0,10.69,-0.022560201,NA,NA,NA
NREXP240,Control,0,11.36,NA,NA,-0.0061192342,NA
NREXP240,Control,0,11.497,NA,0.0095517632,NA,NA
NREXP240,Control,0,11.515,NA,NA,NA,-0.0004663017
NREXP240,Control,0,11.885,0.0202622842,NA,NA,NA
NREXP240,Control,0,12.073,NA,NA,0.0466640641,NA
NREXP240,Control,0,12.687,NA,0.0162295551,NA,NA
NREXP240,Control,0,12.788,-0.0261853186,NA,NA,NA
NREXP240,Control,0,13.177,NA,NA,NA,-0.0337843774
NREXP240,Control,0,13.216,NA,NA,0.0105390588,NA
NREXP240,Control,0,13.983,-0.0128752414,NA,NA,NA
NREXP240,Control,0,14.307,NA,-0.0279600119,NA,NA
NREXP240,Control,0,14.412,NA,NA,NA,0.0470044748
NREXP240,Control,0,14.546,NA,NA,-0.0546250959,NA
NREXP240,Control,0,15.32,0.0185474632,NA,NA,NA
NREXP240,Control,0,15.457,NA,NA,NA,-0.0047735421
NREXP240,Control,0,15.497,NA,NA,0.0494924366,NA
NREXP240,Control,0,15.697,NA,-0.0247063429,NA,NA
NREXP240,Control,0,16.875,0.0106394116,NA,NA,NA
NREXP240,Control,0,17.493,NA,NA,0.0260182848,NA
NREXP240,Control,0,17.596,NA,0.0591936242,NA,NA
NREXP240,Control,0,18.449,NA,NA,NA,0.0048330996
NREXP240,Control,0,18.547,-0.0102442347,NA,NA,NA
NREXP240,Control,0,19.208,NA,NA,-0.0208952039,NA
NREXP240,Control,0,20.132,-0.0066118104,NA,NA,NA
NREXP240,Control,0,20.304,NA,-0.0264085657,NA,NA
NREXP240,Control,0,20.305,NA,NA,NA,-0.0459084438
NREXP240,Control,0,21.676,NA,NA,-0.0054452527,NA
NREXP240,Control,0,22.911,NA,NA,-0.0254434627,NA
NREXP240,Mannitol,80,0,0,0,0,0
NREXP240,Mannitol,80,0.671,NA,NA,NA,0.0166865563
NREXP240,Mannitol,80,0.951,NA,0.0143545738,NA,NA
NREXP240,Mannitol,80,1.329,0.0318903548,NA,NA,NA
NREXP240,Mannitol,80,1.427,NA,NA,0.1010686895,NA
NREXP240,Mannitol,80,1.547,NA,NA,NA,0.2658061538
NREXP240,Mannitol,80,1.716,NA,0.302940478,NA,NA
NREXP240,Mannitol,80,2.184,0.3974700029,NA,NA,NA
NREXP240,Mannitol,80,2.355,NA,NA,NA,0.0329190927
NREXP240,Mannitol,80,2.476,NA,NA,0.0460177525,NA
NREXP240,Mannitol,80,2.519,0.9272134682,NA,NA,NA
NREXP240,Mannitol,80,2.839,NA,NA,NA,0.910241267
NREXP240,Mannitol,80,2.856,NA,NA,0.9932241327,NA
NREXP240,Mannitol,80,3.285,NA,0.5379368172,NA,NA
NREXP240,Mannitol,80,3.535,NA,NA,0.3457928134,NA
NREXP240,Mannitol,80,3.627,0.5870897614,NA,NA,NA
NREXP240,Mannitol,80,3.695,NA,NA,NA,0.5117085362
NREXP240,Mannitol,80,3.723,NA,0.2101478954,NA,NA
NREXP240,Mannitol,80,3.918,NA,NA,0.919633392,NA
NREXP240,Mannitol,80,4.125,NA,NA,NA,0.5575371423
NREXP240,Mannitol,80,5.012,NA,0.1166954733,NA,NA
NREXP240,Mannitol,80,5.126,NA,NA,NA,0.0590171131
NREXP240,Mannitol,80,5.345,NA,NA,0.198692258,NA
NREXP240,Mannitol,80,5.725,NA,NA,0.1051967637,NA
NREXP240,Mannitol,80,5.811,0.0298748909,NA,NA,NA
NREXP240,Mannitol,80,6.651,NA,0.0057680197,NA,NA
NREXP240,Mannitol,80,6.693,NA,NA,NA,0.0371618046
NREXP240,Mannitol,80,7.152,NA,NA,0.01436615,NA
NREXP240,Mannitol,80,7.188,0.0246151735,NA,NA,NA
NREXP240,Mannitol,80,7.955,NA,0.0275201579,NA,NA
NREXP240,Mannitol,80,8.172,NA,NA,NA,-0.0202515561
NREXP240,Mannitol,80,8.435,NA,NA,0,NA
NREXP240,Mannitol,80,8.517,-0.0103730132,NA,NA,NA
NREXP240,Mannitol,80,9.263,NA,NA,NA,0.0507500158
NREXP240,Mannitol,80,9.53,NA,NA,0.0082441655,NA
NREXP240,Mannitol,80,9.533,NA,-0.0206872492,NA,NA
NREXP240,Mannitol,80,10.037,0.0105329877,NA,NA,NA
NREXP240,Mannitol,80,10.877,NA,NA,NA,-0.0334924184
NREXP240,Mannitol,80,10.961,NA,-0.0041240364,NA,NA
NREXP240,Mannitol,80,11.005,NA,NA,-0.0070408298,NA
NREXP240,Mannitol,80,11.699,-0.0211941214,NA,NA,NA
NREXP240,Mannitol,80,12.101,NA,NA,0.0112719215,NA
NREXP240,Mannitol,80,12.214,NA,NA,NA,0.0215811758
NREXP240,Mannitol,80,12.303,NA,0.0244066901,NA,NA
NREXP240,Mannitol,80,12.881,NA,-9.34225044567674E-005,NA,NA
NREXP240,Mannitol,80,13.363,0.0214659643,NA,NA,NA
NREXP240,Mannitol,80,13.67,NA,NA,-0.0085480402,NA
NREXP240,Mannitol,80,13.923,NA,NA,NA,-0.0073308369
NREXP240,Mannitol,80,15.114,NA,NA,-0.0038161686,NA
NREXP240,Mannitol,80,15.204,NA,NA,NA,0.0270035048
NREXP240,Mannitol,80,15.407,-0.0064073717,NA,NA,NA
NREXP240,Mannitol,80,15.832,NA,-0.0111664429,NA,NA
NREXP240,Mannitol,80,16.223,NA,0.0068306933,NA,NA
NREXP240,Mannitol,80,16.726,NA,NA,NA,-0.013539281
NREXP240,Mannitol,80,16.833,NA,NA,0.0105721808,NA
NREXP240,Mannitol,80,17.448,-0.0088207141,NA,NA,NA
NREXP240,Mannitol,80,17.593,NA,0.0051520737,NA,NA
NREXP240,Mannitol,80,17.913,NA,NA,NA,0.003499597
NREXP240,Mannitol,80,18.304,0.0382106686,NA,NA,NA
NREXP240,Mannitol,80,18.732,NA,NA,-0.0164373781,NA
NREXP240,Mannitol,80,19.35,NA,NA,NA,-0.013929945
NREXP240,Mannitol,80,19.917,0.0003843264,NA,NA,NA
NREXP240,Mannitol,80,20.349,NA,NA,0.0142584919,NA
NREXP240,Mannitol,80,20.415,NA,0.0050179348,NA,NA
NREXP240,Mannitol,80,21.169,NA,NA,NA,0.0015568033
NREXP240,Mannitol,80,21.914,NA,-0.0005756255,NA,NA
NREXP240,Mannitol,80,22.512,NA,NA,NA,-0.0184592255
NREXP240,Mannitol,80,22.96,NA,NA,-0.0015398816,NA
NREXP240,Mannitol,80,23.871,NA,-0.0049986113,NA,NA
NREXP240,Mannitol,80,24.042,NA,NA,NA,-0.0057939172
NREXP240,Mannitol,80,24.435,NA,NA,0.0010234217,NA
NREXP240,Mannitol,80,24.997,NA,NA,NA,-0.0203962555
NREXP240,Mannitol,80,25.658,NA,0.011693918,NA,NA
NREXP240,Mannitol,160,0,0,0,0,0
NREXP240,Mannitol,160,0.522,NA,NA,NA,0.1852061465
NREXP240,Mannitol,160,0.856,NA,0.0284869675,NA,NA
NREXP240,Mannitol,160,0.903,0.2376029691,NA,NA,NA
NREXP240,Mannitol,160,1.283,NA,NA,0.1442791485,NA
NREXP240,Mannitol,160,1.33,NA,0.1784251035,NA,NA
NREXP240,Mannitol,160,1.566,NA,NA,NA,0.0541713811
NREXP240,Mannitol,160,1.617,0.2708311287,NA,NA,NA
NREXP240,Mannitol,160,2.044,NA,0.1514587729,NA,NA
NREXP240,Mannitol,160,2.089,NA,NA,NA,0.4808732302
NREXP240,Mannitol,160,2.138,NA,NA,-0.0071703883,NA
NREXP240,Mannitol,160,2.425,0.5211177766,NA,NA,NA
NREXP240,Mannitol,160,2.521,NA,1.7084167779,NA,NA
NREXP240,Mannitol,160,2.576,NA,NA,1.6761158165,NA
NREXP240,Mannitol,160,2.613,NA,NA,NA,0.2624936369
NREXP240,Mannitol,160,3.04,NA,NA,NA,0.9542818714
NREXP240,Mannitol,160,3.376,0.4831451116,NA,NA,NA
NREXP240,Mannitol,160,3.85,0.4214861814,NA,NA,NA
NREXP240,Mannitol,160,3.926,NA,NA,0.1397247835,NA
NREXP240,Mannitol,160,3.958,NA,0.0628722301,NA,NA
NREXP240,Mannitol,160,4.136,NA,NA,NA,0.0543112667
NREXP240,Mannitol,160,4.403,NA,NA,0.0157691674,NA
NREXP240,Mannitol,160,4.425,NA,NA,NA,0.3160763278
NREXP240,Mannitol,160,4.562,0.090667789,NA,NA,NA
NREXP240,Mannitol,160,5.206,NA,0.0657842149,NA,NA
NREXP240,Mannitol,160,5.417,0.1158199172,NA,NA,NA
NREXP240,Mannitol,160,5.802,NA,NA,NA,0.0126524627
NREXP240,Mannitol,160,6.062,NA,-0.0306233155,NA,NA
NREXP240,Mannitol,160,6.209,NA,NA,-0.0090255078,NA
NREXP240,Mannitol,160,6.746,0.023857663,NA,NA,NA
NREXP240,Mannitol,160,7.135,NA,NA,NA,-0.0255171746
NREXP240,Mannitol,160,7.6,NA,-0.0091794806,NA,NA
NREXP240,Mannitol,160,7.615,NA,NA,0.0587250468,NA
NREXP240,Mannitol,160,8.17,0.0002202498,NA,NA,NA
NREXP240,Mannitol,160,8.512,NA,NA,NA,0.0345585471
NREXP240,Mannitol,160,9.134,NA,NA,-0.0247795917,NA
NREXP240,Mannitol,160,9.461,NA,-0.0048776935,NA,NA
NREXP240,Mannitol,160,9.769,NA,NA,NA,-0.0275805263
NREXP240,Mannitol,160,9.937,-0.0020543853,NA,NA,NA
NREXP240,Mannitol,160,10.372,NA,NA,-0.0520759358,NA
NREXP240,Mannitol,160,11.201,NA,0.0376517049,NA,NA
NREXP240,Mannitol,160,11.243,NA,NA,NA,-0.0044789713
NREXP240,Mannitol,160,11.551,0.0116733304,NA,NA,NA
NREXP240,Mannitol,160,11.989,NA,NA,0.0555794849,NA
NREXP240,Mannitol,160,12.161,NA,-0.0489348887,NA,NA
NREXP240,Mannitol,160,12.908,NA,NA,NA,-0.0115717354
NREXP240,Mannitol,160,13.021,NA,0.0575934087,NA,NA
NREXP240,Mannitol,160,13.261,-0.0110910624,NA,NA,NA
NREXP240,Mannitol,160,14.291,NA,NA,NA,0.0114519653
NREXP240,Mannitol,160,14.327,NA,NA,-0.0379831663,NA
NREXP240,Mannitol,160,14.401,NA,-0.0093032855,NA,NA
NREXP240,Mannitol,160,14.922,-0.0224551702,NA,NA,NA
NREXP240,Mannitol,160,15.634,NA,NA,NA,0.0170194579
NREXP240,Mannitol,160,16.382,NA,NA,0.0170358129,NA
NREXP240,Mannitol,160,16.821,0.0109646395,NA,NA,NA
NREXP240,Mannitol,160,18.341,NA,0.0034664274,NA,NA
NREXP240,Mannitol,160,18.613,NA,NA,0.0033369688,NA
NREXP240,Mannitol,160,18.768,NA,NA,NA,-0.0229096457
NREXP240,Mannitol,160,19.005,0.0150315285,NA,NA,NA
NREXP240,Mannitol,160,20.432,NA,NA,NA,0.0115677785
NREXP240,Mannitol,160,20.672,0.001631641,NA,NA,NA
NREXP240,Mannitol,160,22.236,NA,NA,NA,-0.0197438065
NREXP240,Mannitol,160,23.378,-0.0046845041,NA,NA,NA
NREXP240,Mannitol,240,0,0,0,0,0
NREXP240,Mannitol,240,0.619,NA,NA,0.1411980238,NA
NREXP240,Mannitol,240,0.714,NA,0.1645712662,NA,NA
NREXP240,Mannitol,240,1.101,NA,NA,NA,0.0791648479
NREXP240,Mannitol,240,1.206,NA,NA,-0.0916279971,NA
NREXP240,Mannitol,240,1.385,NA,0.0007472654,NA,NA
NREXP240,Mannitol,240,1.819,0.0476283102,NA,NA,NA
NREXP240,Mannitol,240,1.957,NA,0.4643938772,NA,NA
NREXP240,Mannitol,240,1.976,NA,NA,NA,0.1089453662
NREXP240,Mannitol,240,2.307,NA,NA,0.5614997166,NA
NREXP240,Mannitol,240,2.575,NA,0.6538758539,NA,NA
NREXP240,Mannitol,240,2.69,NA,NA,NA,0.7957173066
NREXP240,Mannitol,240,2.963,0.1798835286,NA,NA,NA
NREXP240,Mannitol,240,3.21,NA,NA,0.1345998421,NA
NREXP240,Mannitol,240,3.392,1.5422633015,NA,NA,NA
NREXP240,Mannitol,240,3.43,NA,0.2459253353,NA,NA
NREXP240,Mannitol,240,3.838,NA,NA,NA,0.0388177081
NREXP240,Mannitol,240,3.882,NA,NA,0.2216273621,NA
NREXP240,Mannitol,240,3.999,NA,0.0634040155,NA,NA
NREXP240,Mannitol,240,4.009,0.083337765,NA,NA,NA
NREXP240,Mannitol,240,4.315,NA,NA,NA,0.1030168216
NREXP240,Mannitol,240,4.711,NA,-0.0149132269,NA,NA
NREXP240,Mannitol,240,4.728,0.0330327975,NA,NA,NA
NREXP240,Mannitol,240,5.214,NA,NA,0.0274590958,NA
NREXP240,Mannitol,240,5.97,-0.0094652361,NA,NA,NA
NREXP240,Mannitol,240,6.056,NA,NA,NA,-0.0132928498
NREXP240,Mannitol,240,6.268,NA,NA,-0.0195481398,NA
NREXP240,Mannitol,240,6.281,NA,-0.0049456584,NA,NA
NREXP240,Mannitol,240,7.398,0.0556739198,NA,NA,NA
NREXP240,Mannitol,240,7.898,NA,0.0042249746,NA,NA
NREXP240,Mannitol,240,8.072,NA,NA,-8.7931805589753E-005,NA
NREXP240,Mannitol,240,9.259,-0.0259637658,NA,NA,NA
NREXP240,Mannitol,240,9.334,NA,NA,NA,0.0022061567
NREXP240,Mannitol,240,9.56,NA,0.0004080571,NA,NA
NREXP240,Mannitol,240,9.591,NA,NA,0.0001704996,NA
NREXP240,Mannitol,240,10.968,NA,NA,4.93480515347296E-006,NA
NREXP240,Mannitol,240,11.031,-0.0098279824,NA,NA,NA
NREXP240,Mannitol,240,11.379,NA,-0.0030517172,NA,NA
NREXP240,Mannitol,240,11.436,NA,NA,NA,0.0014872977
NREXP240,Mannitol,240,12.552,NA,NA,-0.0020659426,NA
NREXP240,Mannitol,240,12.922,NA,NA,NA,0.0213687088
NREXP240,Mannitol,240,13.835,NA,NA,0.0018953871,NA
NREXP240,Mannitol,240,13.936,-6.82463039763526E-005,NA,NA,NA
NREXP240,Mannitol,240,13.943,NA,0.0015295552,NA,NA
NREXP240,Mannitol,240,14.246,NA,NA,NA,-0.0096213608
NREXP240,Mannitol,240,15.512,NA,-0.0083225527,NA,NA
NREXP240,Mannitol,240,15.546,NA,NA,0.0090098075,NA
NREXP240,Mannitol,240,15.551,0.0031727781,NA,NA,NA
NREXP240,Mannitol,240,16.408,NA,NA,NA,-0.0053217353
NREXP240,Mannitol,240,16.875,NA,NA,-0.0167720246,NA
NREXP240,Mannitol,240,17.171,0.0174191099,NA,NA,NA
NREXP240,Mannitol,240,19.373,-0.0235869569,NA,NA,NA
NREXP240,Mannitol,240,20.056,NA,NA,0.0017920442,NA
NREXP240,Mannitol,240,21.831,0.0065176916,NA,NA,NA
NREXP241,Control,0,0,0,0,0,0
NREXP241,Control,0,0.825,NA,NA,0.2862489123,NA
NREXP241,Control,0,1.008,NA,NA,NA,0.5556848805
NREXP241,Control,0,1.243,NA,-0.0229622146,NA,NA
NREXP241,Control,0,1.359,NA,NA,-0.0737663435,NA
NREXP241,Control,0,1.482,0.1049042717,NA,NA,NA
NREXP241,Control,0,1.591,NA,0.0187741934,NA,NA
NREXP241,Control,0,1.846,NA,NA,0.048835946,NA
NREXP241,Control,0,2.068,NA,0.2674564702,NA,NA
NREXP241,Control,0,2.085,NA,NA,-0.2090089607,NA
NREXP241,Control,0,2.295,0.321817595,NA,NA,NA
NREXP241,Control,0,2.492,0.3752879683,NA,NA,NA
NREXP241,Control,0,2.549,NA,-0.0111027714,NA,NA
NREXP241,Control,0,2.66,NA,NA,0.2195693429,NA
NREXP241,Control,0,2.824,NA,NA,NA,0.1444182537
NREXP241,Control,0,3.029,NA,0.2628885851,NA,NA
NREXP241,Control,0,3.115,0.5320863487,NA,NA,NA
NREXP241,Control,0,3.235,NA,NA,0.554140844,NA
NREXP241,Control,0,3.54,NA,NA,NA,-0.1254566213
NREXP241,Control,0,3.554,NA,0.3807826016,NA,NA
NREXP241,Control,0,3.617,NA,NA,0.4929887054,NA
NREXP241,Control,0,3.881,0.7049748112,NA,NA,NA
NREXP241,Control,0,4.095,NA,NA,0.478791218,NA
NREXP241,Control,0,4.182,NA,0.8193356833,NA,NA
NREXP241,Control,0,4.313,-0.0530129545,NA,NA,NA
NREXP241,Control,0,4.5,NA,NA,NA,0.1572087373
NREXP241,Control,0,4.651,0.5298336256,NA,NA,NA
NREXP241,Control,0,4.853,NA,0.3222251014,NA,NA
NREXP241,Control,0,5.014,NA,NA,0.3637515996,NA
NREXP241,Control,0,5.235,NA,0.4237103604,NA,NA
NREXP241,Control,0,5.564,0.0727166809,NA,NA,NA
NREXP241,Control,0,5.816,NA,0.1437486718,NA,NA
NREXP241,Control,0,5.933,NA,NA,0.1472704776,NA
NREXP241,Control,0,6.295,0.0284005436,NA,NA,NA
NREXP241,Control,0,6.555,NA,NA,NA,0.0413801246
NREXP241,Control,0,6.561,NA,NA,-0.0711522185,NA
NREXP241,Control,0,6.677,NA,0.0556911107,NA,NA
NREXP241,Control,0,7.134,NA,NA,0.0063527975,NA
NREXP241,Control,0,7.394,0.0048866675,NA,NA,NA
NREXP241,Control,0,7.42,NA,NA,NA,-0.0211761599
NREXP241,Control,0,7.685,NA,-0.0100680958,NA,NA
NREXP241,Control,0,7.739,NA,NA,0.0205416927,NA
NREXP241,Control,0,8.032,0.0150359004,NA,NA,NA
NREXP241,Control,0,8.388,NA,NA,-0.0085403987,NA
NREXP241,Control,0,8.736,NA,-0.0194239952,NA,NA
NREXP241,Control,0,8.893,-0.0170021386,NA,NA,NA
NREXP241,Control,0,9.095,NA,NA,NA,0.011622864
NREXP241,Control,0,9.41,NA,NA,0.0340305086,NA
NREXP241,Control,0,9.563,0.0031071434,NA,NA,NA
NREXP241,Control,0,9.692,NA,0.043409417,NA,NA
NREXP241,Control,0,10.338,NA,NA,NA,-0.0033831619
NREXP241,Control,0,10.482,0.0065475416,NA,NA,NA
NREXP241,Control,0,10.56,NA,NA,-0.0042962536,NA
NREXP241,Control,0,10.842,NA,-0.0034678193,NA,NA
NREXP241,Control,0,11.247,NA,NA,NA,0.0571630708
NREXP241,Control,0,11.581,-0.0008872396,NA,NA,NA
NREXP241,Control,0,11.919,NA,NA,-0.0033482723,NA
NREXP241,Control,0,12.085,NA,-0.0283488422,NA,NA
NREXP241,Control,0,12.446,0.0157925848,NA,NA,NA
NREXP241,Control,0,12.98,NA,NA,0.0289071713,NA
NREXP241,Control,0,12.998,NA,0.0175983433,NA,NA
NREXP241,Control,0,13.64,-0.0174837869,NA,NA,NA
NREXP241,Control,0,13.936,NA,NA,-0.024246703,NA
NREXP241,Control,0,14.145,NA,0.0157443662,NA,NA
NREXP241,Control,0,14.645,0.0173377629,NA,NA,NA
NREXP241,Control,0,14.911,NA,NA,-0.0064483944,NA
NREXP241,Control,0,15.339,NA,0.0148497979,NA,NA
NREXP241,Control,0,15.8,0.0007341436,NA,NA,NA
NREXP241,Control,0,15.988,NA,NA,-0.0142992761,NA
NREXP241,Control,0,16.648,NA,NA,NA,0.0001841963
NREXP241,Control,0,17.012,NA,-0.0109862715,NA,NA
NREXP241,Control,0,17.381,NA,NA,0.0142321905,NA
NREXP241,Control,0,17.521,-0.0123771278,NA,NA,NA
NREXP241,Control,0,18.489,NA,NA,-0.0177862348,NA
NREXP241,Control,0,18.541,NA,-0.0154174271,NA,NA
NREXP241,Control,0,18.894,NA,NA,NA,0.0072492111
NREXP241,Control,0,19.241,0.0161057648,NA,NA,NA
NREXP241,Control,0,19.676,NA,0.0254380703,NA,NA
NREXP241,Control,0,20.415,NA,NA,0.0091975455,NA
NREXP241,Control,0,20.871,NA,-0.0116240592,NA,NA
NREXP241,Control,0,21.78,-0.0126785158,NA,NA,NA
NREXP241,Control,0,22.887,NA,0.0057074643,NA,NA
NREXP241,Mannitol,320,0,0,0,0,0
NREXP241,Mannitol,320,0.718,0.1925659902,NA,NA,NA
NREXP241,Mannitol,320,0.766,NA,NA,0.1353280799,NA
NREXP241,Mannitol,320,0.997,NA,NA,NA,0.3603415811
NREXP241,Mannitol,320,1.108,NA,-0.0708707559,NA,NA
NREXP241,Mannitol,320,1.246,0.2489721947,NA,NA,NA
NREXP241,Mannitol,320,1.293,NA,NA,-0.0040703423,NA
NREXP241,Mannitol,320,1.642,NA,0.3904172045,NA,NA
NREXP241,Mannitol,320,1.916,NA,NA,0.3138258813,NA
NREXP241,Mannitol,320,2.07,0.4961903149,NA,NA,NA
NREXP241,Mannitol,320,2.396,NA,NA,NA,0.1355752864
NREXP241,Mannitol,320,2.634,NA,NA,0.26469214,NA
NREXP241,Mannitol,320,2.685,NA,0.2691656501,NA,NA
NREXP241,Mannitol,320,2.924,NA,NA,NA,0.2067506058
NREXP241,Mannitol,320,3.208,NA,NA,0.2771271799,NA
NREXP241,Mannitol,320,3.314,NA,0.3779376244,NA,NA
NREXP241,Mannitol,320,3.722,NA,0.6740310558,NA,NA
NREXP241,Mannitol,320,3.934,0.191322914,NA,NA,NA
NREXP241,Mannitol,320,3.975,NA,NA,NA,-0.0474757394
NREXP241,Mannitol,320,4.438,NA,-0.042718176,NA,NA
NREXP241,Mannitol,320,4.505,NA,NA,0.2056154197,NA
NREXP241,Mannitol,320,5.074,NA,NA,NA,0.0450173914
NREXP241,Mannitol,320,5.177,0.0103094716,NA,NA,NA
NREXP241,Mannitol,320,5.216,NA,0.0447768509,NA,NA
NREXP241,Mannitol,320,5.656,NA,NA,-0.0053442473,NA
NREXP241,Mannitol,320,5.926,NA,0.076659722,NA,NA
NREXP241,Mannitol,320,5.939,NA,NA,NA,0.0885534426
NREXP241,Mannitol,320,5.991,0.0125814404,NA,NA,NA
NREXP241,Mannitol,320,6.184,NA,NA,0.0180215703,NA
NREXP241,Mannitol,320,6.947,NA,NA,NA,-0.0049577167
NREXP241,Mannitol,320,7.004,NA,0.0183207759,NA,NA
NREXP241,Mannitol,320,7.186,9.91226692285516E-005,NA,NA,NA
NREXP241,Mannitol,320,7.473,NA,NA,0.0015125438,NA
NREXP241,Mannitol,320,7.904,NA,NA,NA,0.0446985837
NREXP241,Mannitol,320,8.047,0.0203590811,NA,NA,NA
NREXP241,Mannitol,320,8.119,NA,-0.0677777607,NA,NA
NREXP241,Mannitol,320,9.002,NA,NA,0.0135921536,NA
