Experiment,Treatment,Concentration,Distance,1,2,3,4
NREXP228,Control,0,0,0,0,0,0
NREXP228,Control,0,2.03,0.3328075561,NA,NA,NA
NREXP228,Control,0,2.078,NA,NA,0.0409929106,NA
NREXP228,Control,0,2.216,NA,0.050050309,NA,NA
NREXP228,Control,0,2.336,NA,NA,NA,-0.0527278702
NREXP228,Control,0,3.091,NA,NA,0.5024639034,NA
NREXP228,Control,0,3.463,0.385159898,NA,NA,NA
NREXP228,Control,0,3.755,NA,NA,NA,0.7739146833
NREXP228,Control,0,3.758,NA,0.5214888656,NA,NA
NREXP228,Control,0,4.358,NA,NA,0.5972688905,NA
NREXP228,Control,0,4.673,NA,NA,NA,0.2816762838
NREXP228,Control,0,4.726,NA,0.0310531138,NA,NA
NREXP228,Control,0,5.474,NA,NA,0.0512787513,NA
NREXP228,Control,0,5.729,0.1586790302,NA,NA,NA
NREXP228,Control,0,5.889,NA,NA,NA,0.1565452891
NREXP228,Control,0,6.485,NA,0.3221752911,NA,NA
NREXP228,Control,0,6.59,NA,NA,0.1282338978,NA
NREXP228,Control,0,7.498,NA,-0.0079315391,NA,NA
NREXP228,Control,0,7.568,NA,NA,NA,0.0205808266
NREXP228,Control,0,7.873,-0.015184807,NA,NA,NA
NREXP228,Control,0,8.623,NA,NA,0.0075164457,NA
NREXP228,Control,0,8.664,NA,0.011102031,NA,NA
NREXP228,Control,0,9.384,0.0131323339,NA,NA,NA
NREXP228,Control,0,9.789,NA,0.0549050627,NA,NA
NREXP228,Control,0,9.803,NA,NA,NA,0.0165567847
NREXP228,Control,0,10.799,NA,0.0231780815,NA,NA
NREXP228,Control,0,10.802,NA,NA,0.0061806276,NA
NREXP228,Control,0,11.906,NA,-0.0247780293,NA,NA
NREXP228,Control,0,12.061,NA,NA,NA,0.0188041155
NREXP228,Control,0,12.552,NA,NA,-0.0148434685,NA
NREXP228,Control,0,13.039,NA,0.0275679868,NA,NA
NREXP228,Control,0,14.427,NA,NA,0.0093127651,NA
NREXP228,Control,0,14.508,NA,-0.0123159627,NA,NA
NREXP228,Control,0,15.035,NA,NA,NA,-0.0154066485
NREXP228,Control,0,15.684,NA,-0.0175126476,NA,NA
NREXP228,Control,0,15.698,NA,NA,0.0132107213,NA
NREXP228,Control,0,16.371,-0.004559071,NA,NA,NA
NREXP228,Control,0,16.559,NA,0.0081925685,NA,NA
NREXP228,Control,0,17.239,NA,NA,-0.0134660786,NA
NREXP228,Control,0,17.325,NA,0.1659650937,NA,NA
NREXP228,Control,0,17.401,NA,NA,NA,0.0201107918
NREXP228,Control,0,17.994,0.076527423,NA,NA,NA
NREXP228,Control,0,18.546,NA,-0.0575695102,NA,NA
NREXP228,Control,0,19.413,NA,-0.0012611405,NA,NA
NREXP228,Control,0,19.615,NA,NA,NA,-0.0179099648
NREXP228,Control,0,19.893,-0.0168888167,NA,NA,NA
NREXP228,Control,0,20.681,NA,-0.011762034,NA,NA
NREXP228,Control,0,21.036,0.0315740922,NA,NA,NA
NREXP228,Control,0,21.831,NA,NA,NA,0.0410857657
NREXP228,Control,0,22.354,NA,0.0004549609,NA,NA
NREXP228,Control,0,23.317,NA,0.023139188,NA,NA
NREXP228,Control,0,27.703,-0.0055780579,NA,NA,NA
NREXP228,DES,0.1,0,0,0,0,0
NREXP228,DES,0.1,0.667,NA,NA,0.4029597198,NA
NREXP228,DES,0.1,0.885,0.2952701938,NA,NA,NA
NREXP228,DES,0.1,1.125,NA,NA,NA,-0.0909484691
NREXP228,DES,0.1,1.293,NA,NA,0.1552365986,NA
NREXP228,DES,0.1,1.501,NA,0.2016233956,NA,NA
NREXP228,DES,0.1,1.748,-0.0728907717,NA,NA,NA
NREXP228,DES,0.1,1.938,NA,NA,NA,0.0445916029
NREXP228,DES,0.1,2.228,NA,NA,0.4580580481,NA
NREXP228,DES,0.1,2.447,NA,NA,NA,0.299425669
NREXP228,DES,0.1,2.573,0.7398740081,NA,NA,NA
NREXP228,DES,0.1,2.634,NA,0.4115365503,NA,NA
NREXP228,DES,0.1,2.838,NA,NA,0.43632727,NA
NREXP228,DES,0.1,3.143,NA,0.2476227331,NA,NA
NREXP228,DES,0.1,3.384,0.158779541,NA,NA,NA
NREXP228,DES,0.1,3.41,NA,NA,NA,0.3218103812
NREXP228,DES,0.1,3.945,NA,NA,0.190629425,NA
NREXP228,DES,0.1,3.977,0.1141418354,NA,NA,NA
NREXP228,DES,0.1,4.148,NA,NA,NA,0.9729511317
NREXP228,DES,0.1,4.226,NA,0.022970918,NA,NA
NREXP228,DES,0.1,4.462,NA,NA,0.0166097488,NA
NREXP228,DES,0.1,5.046,NA,NA,NA,-0.0353957729
NREXP228,DES,0.1,5.231,0.0324959139,NA,NA,NA
NREXP228,DES,0.1,5.24,NA,0.0393604325,NA,NA
NREXP228,DES,0.1,5.486,NA,NA,0.0280816341,NA
NREXP228,DES,0.1,5.737,-0.0326675464,NA,NA,NA
NREXP228,DES,0.1,6.057,NA,0.0550814619,NA,NA
NREXP228,DES,0.1,6.165,NA,NA,NA,-0.0290442771
NREXP228,DES,0.1,6.253,NA,NA,0.0549789818,NA
NREXP228,DES,0.1,6.756,0.0237408695,NA,NA,NA
NREXP228,DES,0.1,6.799,NA,NA,0.1004299386,NA
NREXP228,DES,0.1,6.831,NA,NA,NA,0.0599005922
NREXP228,DES,0.1,6.844,NA,-0.040654937,NA,NA
NREXP228,DES,0.1,7.164,0.2084227939,NA,NA,NA
NREXP228,DES,0.1,7.543,NA,NA,NA,-0.0538613291
NREXP228,DES,0.1,8.025,NA,NA,-0.039941074,NA
NREXP228,DES,0.1,8.431,-0.0864934605,NA,NA,NA
NREXP228,DES,0.1,8.558,NA,NA,NA,0.0290328772
NREXP228,DES,0.1,8.702,NA,0.0050913091,NA,NA
NREXP228,DES,0.1,8.926,NA,NA,NA,0.081211176
NREXP228,DES,0.1,9.527,NA,-0.039287319,NA,NA
NREXP228,DES,0.1,10.4,NA,NA,NA,-0.063900019
NREXP228,DES,0.1,10.433,NA,NA,0.0020637097,NA
NREXP228,DES,0.1,11.263,NA,NA,NA,0.1014653191
NREXP228,DES,0.1,11.608,NA,NA,0.012085932,NA
NREXP228,DES,0.1,11.974,NA,NA,NA,0.0109420326
NREXP228,DES,0.1,12.835,NA,NA,NA,-0.0071816545
NREXP228,DES,0.1,13.496,NA,NA,NA,0.0340630584
NREXP228,DES,0.5,0,0,0,0,0
NREXP228,DES,0.5,0.801,NA,NA,-0.0272708616,NA
NREXP228,DES,0.5,1.069,NA,NA,NA,0.0303795346
NREXP228,DES,0.5,1.423,NA,0.1202406315,NA,NA
NREXP228,DES,0.5,1.474,NA,NA,NA,0.0954110434
NREXP228,DES,0.5,1.518,NA,NA,0.3113556431,NA
NREXP228,DES,0.5,1.933,NA,NA,NA,0.1727735472
NREXP228,DES,0.5,1.987,-0.0067917879,NA,NA,NA
NREXP228,DES,0.5,1.999,NA,NA,-0.0369361335,NA
NREXP228,DES,0.5,2.24,NA,0.1212871213,NA,NA
NREXP228,DES,0.5,2.541,NA,NA,NA,0.1065994949
NREXP228,DES,0.5,2.85,NA,0.3256688603,NA,NA
NREXP228,DES,0.5,3.15,NA,NA,NA,0.6525244356
NREXP228,DES,0.5,3.179,0.2953402484,NA,NA,NA
NREXP228,DES,0.5,3.519,NA,NA,0.144744203,NA
NREXP228,DES,0.5,3.617,NA,-0.0133882354,NA,NA
NREXP228,DES,0.5,3.808,NA,NA,NA,0.2014047771
NREXP228,DES,0.5,3.859,NA,NA,0.3318489749,NA
NREXP228,DES,0.5,3.99,0.2651452526,NA,NA,NA
NREXP228,DES,0.5,3.991,NA,NA,NA,0.1360051168
NREXP228,DES,0.5,4.377,NA,0.0407094258,NA,NA
NREXP228,DES,0.5,4.651,0.3843629949,NA,NA,NA
NREXP228,DES,0.5,4.937,NA,-0.0030557424,NA,NA
NREXP228,DES,0.5,5.31,NA,NA,NA,0.0310531698
NREXP228,DES,0.5,5.36,NA,NA,-0.0182610972,NA
NREXP228,DES,0.5,5.404,NA,0.0520913315,NA,NA
NREXP228,DES,0.5,5.576,0.041308933,NA,NA,NA
NREXP228,DES,0.5,6.019,NA,NA,NA,-0.0068984571
NREXP228,DES,0.5,6.069,NA,NA,0.0964251133,NA
NREXP228,DES,0.5,6.601,-0.0330868821,NA,NA,NA
NREXP228,DES,0.5,6.707,NA,0.0013338797,NA,NA
NREXP228,DES,0.5,7.094,NA,NA,NA,-0.0229193757
NREXP228,DES,0.5,7.285,NA,NA,-0.0095891616,NA
NREXP228,DES,0.5,7.802,NA,NA,0.1195616685,NA
NREXP228,DES,0.5,7.908,NA,0.0056680261,NA,NA
NREXP228,DES,0.5,8.877,NA,NA,-0.026446263,NA
NREXP228,DES,0.5,9.02,NA,NA,NA,0.006565482
NREXP228,DES,1,0,0,0,0,NA
NREXP228,DES,1,0.499,NA,0.333634658,NA,NA
NREXP228,DES,1,0.56,0.954716351,NA,NA,NA
NREXP228,DES,1,0.867,NA,NA,0.4581042873,NA
NREXP228,DES,1,1.362,NA,0.0325526212,NA,NA
NREXP228,DES,1,1.372,-0.121975861,NA,NA,NA
NREXP228,DES,1,1.702,NA,0.2162352696,NA,NA
NREXP228,DES,1,2.259,NA,NA,0.0026081107,NA
NREXP228,DES,1,2.464,NA,0.3694503854,NA,NA
NREXP228,DES,1,2.741,0.0495578429,NA,NA,NA
NREXP228,DES,1,2.869,NA,0.4933900288,NA,NA
NREXP228,DES,1,3.06,NA,NA,0.021676232,NA
NREXP228,DES,1,3.2,0.2955599811,NA,NA,NA
NREXP228,DES,1,3.744,NA,-0.048074594,NA,NA
NREXP228,DES,1,4.225,NA,-0.0103997469,NA,NA
NREXP228,DES,1,4.919,NA,NA,0.0074719133,NA
NREXP228,DES,1,4.992,NA,0.0410555841,NA,NA
NREXP228,DES,1,5.075,0.0483884171,NA,NA,NA
NREXP228,DES,1,5.501,NA,0.1162339008,NA,NA
NREXP228,DES,1,6.039,0.069854724,NA,NA,NA
NREXP228,DES,1,6.565,NA,0.0022343963,NA,NA
NREXP228,DES,1,8.016,-0.0298396483,NA,NA,NA
NREXP230,Control,0,0,0,0,0,0
NREXP230,Control,0,1.254,NA,0.0513746011,NA,NA
NREXP230,Control,0,1.757,NA,NA,0.2363240543,NA
NREXP230,Control,0,2.326,0.1369139844,NA,NA,NA
NREXP230,Control,0,2.482,NA,0.4717418666,NA,NA
NREXP230,Control,0,2.583,NA,NA,NA,0.1394419539
NREXP230,Control,0,2.695,NA,NA,1.1849004585,NA
NREXP230,Control,0,3.216,NA,0.4079483393,NA,NA
NREXP230,Control,0,3.321,1.4559394066,NA,NA,NA
NREXP230,Control,0,4.123,NA,NA,NA,0.6182219835
NREXP230,Control,0,4.208,NA,NA,0.0575286504,NA
NREXP230,Control,0,4.7,-0.0873908306,NA,NA,NA
NREXP230,Control,0,5.136,NA,NA,0.4370727227,NA
NREXP230,Control,0,5.182,NA,0.012547564,NA,NA
NREXP230,Control,0,5.191,0.3274586831,NA,NA,NA
NREXP230,Control,0,5.482,NA,NA,NA,0.3025629142
NREXP230,Control,0,5.621,NA,-0.0220870122,NA,NA
NREXP230,Control,0,5.784,0.131283053,NA,NA,NA
NREXP230,Control,0,6.642,NA,NA,NA,0.0673785716
NREXP230,Control,0,7.151,NA,NA,0.0318234796,NA
NREXP230,Control,0,7.183,NA,-0.0128417023,NA,NA
NREXP230,Control,0,7.309,0.0223480253,NA,NA,NA
NREXP230,Control,0,7.614,NA,NA,NA,-0.0143554093
NREXP230,Control,0,8.177,NA,NA,0.0425526177,NA
NREXP230,Control,0,8.192,0.0593011203,NA,NA,NA
NREXP230,Control,0,8.452,NA,0.0221123489,NA,NA
NREXP230,Control,0,8.715,NA,NA,0.0062380658,NA
NREXP230,Control,0,9.018,NA,NA,NA,0.0141191319
NREXP230,Control,0,9.728,NA,NA,NA,0.0081971783
NREXP230,Control,0,9.854,NA,NA,-0.0263009209,NA
NREXP230,Control,0,10.31,-0.0128948382,NA,NA,NA
NREXP230,Control,0,10.782,NA,NA,-0.015595978,NA
NREXP230,Control,0,11.089,NA,NA,NA,0.029571991
NREXP230,Control,0,11.617,NA,NA,NA,-0.030931655
NREXP230,Control,0,11.921,NA,NA,0.056377689,NA
NREXP230,Control,0,12.947,NA,NA,-0.0641851911,NA
NREXP230,Control,0,13.037,NA,NA,NA,-0.0303001052
NREXP230,Control,0,13.927,NA,NA,0.0579093368,NA
NREXP230,Control,0,14.414,NA,NA,NA,-0.0088761729
NREXP230,Control,0,14.431,-0.0068152226,NA,NA,NA
NREXP230,Control,0,15.298,NA,NA,NA,0.0177774823
NREXP230,Control,0,15.805,0.0650720918,NA,NA,NA
NREXP230,Control,0,16.14,NA,NA,NA,0.0675555043
NREXP230,Control,0,17.098,NA,NA,NA,-0.0160937476
NREXP230,Control,0,17.328,NA,NA,-0.006301201,NA
NREXP230,Control,0,17.956,-0.0303696182,NA,NA,NA
NREXP230,Control,0,18.467,NA,NA,0.0528078378,NA
NREXP230,Control,0,19.934,NA,NA,-0.0484773537,NA
NREXP230,Control,0,20.354,-0.0254625997,NA,NA,NA
NREXP230,Control,0,21.06,NA,NA,0.0334242064,NA
NREXP230,Control,0,21.842,NA,NA,0.0081041508,NA
NREXP230,Control,0,22.811,0.0055082213,NA,NA,NA
NREXP230,Control,0,22.919,NA,NA,-0.0185976438,NA
NREXP230,DES,0.1,0,0,0,0,0
NREXP230,DES,0.1,1.321,NA,NA,0.0912037736,NA
NREXP230,DES,0.1,1.54,0.0231325868,NA,NA,NA
NREXP230,DES,0.1,1.707,NA,-0.0389789178,NA,NA
NREXP230,DES,0.1,1.762,NA,NA,NA,0.0568763322
NREXP230,DES,0.1,2.173,NA,NA,0.9506688955,NA
NREXP230,DES,0.1,2.251,0.4558989726,NA,NA,NA
NREXP230,DES,0.1,2.371,NA,0.1050249112,NA,NA
NREXP230,DES,0.1,2.773,NA,0.5643322359,NA,NA
NREXP230,DES,0.1,3.008,NA,NA,-0.099820459,NA
NREXP230,DES,0.1,3.237,0.4899709765,NA,NA,NA
NREXP230,DES,0.1,3.917,NA,NA,NA,0.3966040752
NREXP230,DES,0.1,4.05,NA,0.4759208881,NA,NA
NREXP230,DES,0.1,4.227,NA,NA,0.0629058261,NA
NREXP230,DES,0.1,4.266,0.0360771938,NA,NA,NA
NREXP230,DES,0.1,4.684,NA,0.2769776015,NA,NA
NREXP230,DES,0.1,4.851,0.0412898192,NA,NA,NA
NREXP230,DES,0.1,5.165,NA,NA,0.0232681075,NA
NREXP230,DES,0.1,5.284,NA,NA,NA,0.0227605823
NREXP230,DES,0.1,5.713,NA,-0.0056708267,NA,NA
NREXP230,DES,0.1,6.097,NA,NA,0.0455364785,NA
NREXP230,DES,0.1,6.164,NA,NA,NA,-0.0408220914
NREXP230,DES,0.1,6.177,-0.024825287,NA,NA,NA
NREXP230,DES,0.1,6.222,NA,0.0879139535,NA,NA
NREXP230,DES,0.1,6.887,0.014600851,NA,NA,NA
NREXP230,DES,0.1,6.994,NA,NA,NA,0.112425995
NREXP230,DES,0.1,7.024,NA,NA,-0.0335101895,NA
NREXP230,DES,0.1,7.354,NA,-0.0251285795,NA,NA
NREXP230,DES,0.1,7.971,NA,NA,0.0496786983,NA
NREXP230,DES,0.1,7.975,NA,NA,NA,-0.0301761483
NREXP230,DES,0.1,8.037,NA,0.0026856454,NA,NA
NREXP230,DES,0.1,8.074,0.0213482074,NA,NA,NA
NREXP230,DES,0.1,8.804,NA,NA,NA,0.0154432061
NREXP230,DES,0.1,8.938,-0.0148734224,NA,NA,NA
NREXP230,DES,0.1,9.017,NA,0.0136755826,NA,NA
NREXP230,DES,0.1,9.045,NA,NA,-0.0520522973,NA
NREXP230,DES,0.1,9.507,NA,-0.0421048133,NA,NA
NREXP230,DES,0.1,10.119,NA,NA,0.0372708787,NA
NREXP230,DES,0.1,10.462,NA,NA,NA,-0.0106117093
NREXP230,DES,0.1,10.595,-0.0033736622,NA,NA,NA
NREXP230,DES,0.1,10.679,NA,-0.049780518,NA,NA
NREXP230,DES,0.1,10.948,NA,NA,-0.0515360005,NA
NREXP230,DES,0.1,11.034,NA,0.1714789549,NA,NA
NREXP230,DES,0.1,11.196,NA,NA,NA,-0.0012707901
NREXP230,DES,0.1,12.08,NA,NA,0.0378888352,NA
NREXP230,DES,0.1,12.166,NA,-0.0183708736,NA,NA
NREXP230,DES,0.1,12.176,NA,NA,NA,0.0720228516
NREXP230,DES,0.1,12.462,0.0047553189,NA,NA,NA
NREXP230,DES,0.1,12.559,NA,0.0338144323,NA,NA
NREXP230,DES,0.1,12.665,NA,NA,0.0076550803,NA
NREXP230,DES,0.1,12.866,NA,NA,NA,-0.0728129878
NREXP230,DES,0.1,13.599,NA,NA,NA,0.0305140868
NREXP230,DES,0.1,13.61,-0.0016689333,NA,NA,NA
NREXP230,DES,0.1,13.828,NA,0.0150502452,NA,NA
NREXP230,DES,0.1,13.893,NA,NA,-0.0030210608,NA
NREXP230,DES,0.1,14.263,NA,NA,NA,-0.0547016522
NREXP230,DES,0.1,14.422,NA,-0.0597832702,NA,NA
NREXP230,DES,0.1,14.474,-0.0019047691,NA,NA,NA
NREXP230,DES,0.1,15.775,NA,NA,NA,-0.0075405252
NREXP230,DES,0.1,15.788,NA,0.0358296938,NA,NA
NREXP230,DES,0.1,15.893,NA,NA,-0.0141277613,NA
NREXP230,DES,0.1,16.487,NA,NA,0.0604639423,NA
NREXP230,DES,0.1,18.084,NA,NA,-0.0153541297,NA
NREXP230,DES,0.5,0,0,0,0,0
NREXP230,DES,0.5,1.254,NA,NA,0.0952670266,NA
NREXP230,DES,0.5,1.61,0.1172749825,NA,NA,NA
NREXP230,DES,0.5,1.905,NA,NA,NA,-0.0320009493
NREXP230,DES,0.5,1.99,NA,0.3793242473,NA,NA
NREXP230,DES,0.5,2.26,NA,NA,0.2850035245,NA
NREXP230,DES,0.5,2.687,NA,NA,NA,0.2380523196
NREXP230,DES,0.5,2.976,0.2624456722,NA,NA,NA
NREXP230,DES,0.5,3.064,NA,-0.0083180234,NA,NA
NREXP230,DES,0.5,3.289,NA,NA,0.2544979145,NA
NREXP230,DES,0.5,3.722,NA,NA,NA,0.3906195581
NREXP230,DES,0.5,4.001,0.0033583036,NA,NA,NA
NREXP230,DES,0.5,4.333,NA,-0.0373190743,NA,NA
NREXP230,DES,0.5,4.616,NA,NA,0.0929369869,NA
NREXP230,DES,0.5,4.787,0.0016720618,NA,NA,NA
NREXP230,DES,0.5,5.186,NA,NA,NA,0.0205020131
NREXP230,DES,0.5,5.429,0.0606381749,NA,NA,NA
NREXP230,DES,0.5,6.047,NA,-0.016134595,NA,NA
NREXP230,DES,0.5,6.114,NA,NA,NA,-0.0063067282
NREXP230,DES,0.5,6.275,NA,NA,0.0278966891,NA
NREXP230,DES,0.5,6.586,NA,0.0923363245,NA,NA
NREXP230,DES,0.5,6.636,-0.0884718109,NA,NA,NA
NREXP230,DES,0.5,7.117,NA,NA,0.0207516084,NA
NREXP230,DES,0.5,7.727,NA,NA,NA,0.0121956265
NREXP230,DES,0.5,8.05,NA,-0.0435214064,NA,NA
NREXP230,DES,0.5,8.142,NA,NA,-0.0254628681,NA
NREXP230,DES,0.5,8.344,NA,NA,NA,0.046998645
NREXP230,DES,0.5,8.635,NA,0.0663343421,NA,NA
NREXP230,DES,0.5,8.783,0.0321481709,NA,NA,NA
NREXP230,DES,0.5,9.424,-0.0610042397,NA,NA,NA
NREXP230,DES,0.5,9.572,NA,NA,NA,-0.0083178143
NREXP230,DES,0.5,9.672,NA,NA,0.0076604026,NA
NREXP230,DES,0.5,9.81,NA,-0.0013087564,NA,NA
NREXP230,DES,0.5,10.317,NA,NA,NA,0.0325713806
NREXP230,DES,0.5,10.381,NA,-0.0786301842,NA,NA
NREXP230,DES,0.5,10.4,0.025832101,NA,NA,NA
NREXP230,DES,0.5,11.536,NA,NA,NA,-0.0345753088
NREXP230,DES,0.5,11.663,NA,NA,-0.0190070282,NA
NREXP230,DES,0.5,11.799,NA,-0.0046535753,NA,NA
NREXP230,DES,0.5,11.929,NA,NA,NA,0.0364720511
NREXP230,DES,0.5,13.337,NA,NA,NA,0.0111726619
NREXP230,DES,1,0,0,0,0,0
NREXP230,DES,1,0.746,0.0252882843,NA,NA,NA
NREXP230,DES,1,1.044,NA,NA,0.1707861527,NA
NREXP230,DES,1,1.196,0.0855073345,NA,NA,NA
NREXP230,DES,1,1.318,NA,0.0414823939,NA,NA
NREXP230,DES,1,1.369,NA,NA,NA,0.09114753
NREXP230,DES,1,1.789,NA,NA,-0.0492094413,NA
NREXP230,DES,1,1.915,NA,NA,NA,0.177155796
NREXP230,DES,1,2.051,NA,0.5112768237,NA,NA
NREXP230,DES,1,2.173,-0.0172372922,NA,NA,NA
NREXP230,DES,1,2.451,NA,NA,NA,0.2779237669
NREXP230,DES,1,2.452,NA,NA,0.3522930868,NA
NREXP230,DES,1,2.953,0.0641170098,NA,NA,NA
NREXP230,DES,1,3.197,NA,NA,NA,0.0241286358
NREXP230,DES,1,3.211,NA,0.1671486455,NA,NA
NREXP230,DES,1,3.685,-0.0482645926,NA,NA,NA
NREXP230,DES,1,3.923,NA,NA,-0.025607341,NA
NREXP230,DES,1,4.465,NA,0.0012744489,NA,NA
NREXP230,DES,1,4.47,NA,NA,NA,0.0440701539
NREXP230,DES,1,4.811,0.0030285276,NA,NA,NA
NREXP230,DES,1,5.035,NA,NA,0.0453255132,NA
NREXP230,DES,1,5.253,-0.0098641157,NA,NA,NA
NREXP230,DES,1,5.344,NA,-0.0511534794,NA,NA
NREXP230,DES,1,5.591,NA,NA,NA,0.0871167377
NREXP230,DES,1,6.057,-0.0260767763,NA,NA,NA
NREXP230,DES,1,6.13,NA,NA,NA,0.006397947
NREXP230,DES,1,6.353,NA,NA,-0.027244774,NA
NREXP230,DES,1,6.471,NA,-0.0260893658,NA,NA
NREXP230,DES,1,6.892,NA,NA,0.1297763755,NA
NREXP230,DES,1,7.265,NA,0.0625307377,NA,NA
NREXP230,DES,1,8.033,NA,NA,NA,-0.0323519232
NREXP230,DES,1,8.095,NA,0.0388451123,NA,NA
NREXP230,DES,1,8.307,NA,NA,-0.0486861128,NA
NREXP230,DES,1,8.392,NA,-0.067674503,NA,NA
NREXP230,DES,1,9.42,NA,NA,-0.0027947421,NA
NREXP230,DES,1,9.524,NA,0.0524967099,NA,NA
NREXP230,DES,1,10.094,NA,-0.1031026178,NA,NA
NREXP230,DES,1,11.367,NA,-0.02100407,NA,NA
NREXP234,Control,0,0,0,0,0,0
NREXP234,Control,0,2.729,NA,NA,NA,0.0054896685
NREXP234,Control,0,2.878,0.1863688765,NA,NA,NA
NREXP234,Control,0,3.387,NA,0.2483254034,NA,NA
NREXP234,Control,0,3.858,NA,NA,0.4186546474,NA
NREXP234,Control,0,3.996,0.1780215991,NA,NA,NA
NREXP234,Control,0,4.094,NA,NA,NA,0.5783689213
NREXP234,Control,0,4.595,NA,0.2292847889,NA,NA
NREXP234,Control,0,4.78,NA,NA,0.2974131122,NA
NREXP234,Control,0,4.791,NA,NA,NA,0.5852555359
NREXP234,Control,0,5.047,0.255509813,NA,NA,NA
NREXP234,Control,0,5.395,NA,0.1624432244,NA,NA
NREXP234,Control,0,6.18,NA,NA,0.0705437019,NA
NREXP234,Control,0,6.677,NA,0.0116352056,NA,NA
NREXP234,Control,0,6.85,NA,NA,NA,0.0830363098
NREXP234,Control,0,6.997,0.0555372961,NA,NA,NA
NREXP234,Control,0,7.491,NA,0.0199005213,NA,NA
NREXP234,Control,0,7.502,NA,NA,NA,0.0170675384
NREXP234,Control,0,7.743,NA,NA,-0.0163878139,NA
NREXP234,Control,0,7.98,0.0232493638,NA,NA,NA
NREXP234,Control,0,8.507,NA,NA,NA,0.0306114574
NREXP234,Control,0,8.757,NA,0.0105908587,NA,NA
NREXP234,Control,0,8.941,-0.0442809869,NA,NA,NA
NREXP234,Control,0,9.294,NA,NA,0.0309422944,NA
NREXP234,Control,0,9.614,NA,NA,NA,0.0038616884
NREXP234,Control,0,10.644,0.0768043282,NA,NA,NA
NREXP234,Control,0,10.702,NA,NA,0.0022621974,NA
NREXP234,Control,0,11.292,NA,-0.0186019171,NA,NA
NREXP234,Control,0,11.58,NA,NA,NA,-0.0148458776
NREXP234,Control,0,11.854,-0.0348347563,NA,NA,NA
NREXP234,Control,0,12.519,NA,NA,-0.007743176,NA
NREXP234,Control,0,13.059,NA,0.0257585962,NA,NA
NREXP234,Control,0,13.169,-0.074441509,NA,NA,NA
NREXP234,Control,0,13.194,NA,NA,NA,0.0239679197
NREXP234,Control,0,14.131,NA,NA,0.0069579627,NA
NREXP234,Control,0,14.385,0.0129474625,NA,NA,NA
NREXP234,Control,0,14.721,NA,-0.0561847555,NA,NA
NREXP234,Control,0,15.234,NA,NA,NA,-0.0051737033
NREXP234,Control,0,15.585,NA,NA,-0.0121255448,NA
NREXP234,Control,0,15.889,-0.033621053,NA,NA,NA
NREXP234,Control,0,16.045,NA,0.0017384651,NA,NA
NREXP234,Control,0,16.399,NA,NA,-0.0199455896,NA
NREXP234,Control,0,16.835,NA,NA,NA,-0.0085775168
NREXP234,Control,0,17.757,NA,0.0520296665,NA,NA
NREXP234,Control,0,18.06,0.030679279,NA,NA,NA
NREXP234,Control,0,19.211,-0.0378106879,NA,NA,NA
NREXP234,Control,0,19.837,0.0214467395,NA,NA,NA
NREXP234,Control,0,20.772,NA,NA,-0.0030195158,NA
NREXP234,Control,0,21.044,NA,-0.0081078294,NA,NA
NREXP234,Control,0,21.992,-0.0059127155,NA,NA,NA
NREXP234,Control,0,23.772,NA,-0.0040128077,NA,NA
NREXP234,Citrate,1,0,0,0,0,0
NREXP234,Citrate,1,1.051,NA,NA,NA,0.0197211474
NREXP234,Citrate,1,1.226,NA,0.0106114176,NA,NA
NREXP234,Citrate,1,1.254,-0.0058470608,NA,NA,NA
NREXP234,Citrate,1,1.601,NA,NA,NA,0.0561816875
NREXP234,Citrate,1,2.551,NA,NA,NA,0.5171450433
NREXP234,Citrate,1,2.777,NA,0.0905951836,NA,NA
NREXP234,Citrate,1,2.843,-0.0004530636,NA,NA,NA
NREXP234,Citrate,1,3.26,NA,NA,0.2951574595,NA
NREXP234,Citrate,1,3.677,NA,0.5424328417,NA,NA
NREXP234,Citrate,1,4.066,NA,NA,-0.0801837315,NA
NREXP234,Citrate,1,4.364,0.0122611007,NA,NA,NA
NREXP234,Citrate,1,4.428,NA,0.2483777562,NA,NA
NREXP234,Citrate,1,4.623,NA,NA,NA,0.2147336696
NREXP234,Citrate,1,4.842,NA,NA,0.1299322997,NA
NREXP234,Citrate,1,5.095,NA,0.4938415353,NA,NA
NREXP234,Citrate,1,5.523,NA,NA,NA,0.0630782324
NREXP234,Citrate,1,5.618,0.0293165526,NA,NA,NA
NREXP234,Citrate,1,6.045,NA,0.0358954289,NA,NA
NREXP234,Citrate,1,6.292,NA,NA,1.08682878589504E-005,NA
NREXP234,Citrate,1,6.348,NA,NA,NA,-0.0157703933
NREXP234,Citrate,1,6.409,NA,0.0941988402,NA,NA
NREXP234,Citrate,1,7.149,NA,NA,NA,0.0452644455
NREXP234,Citrate,1,7.543,NA,NA,0.0263165893,NA
NREXP234,Citrate,1,7.827,-0.0412324204,NA,NA,NA
NREXP234,Citrate,1,8.375,NA,0.0181244849,NA,NA
NREXP234,Citrate,1,8.449,NA,NA,NA,-0.012229926
NREXP234,Citrate,1,8.653,NA,NA,-0.0082005425,NA
NREXP234,Citrate,1,9.679,NA,0.0143971232,NA,NA
NREXP234,Citrate,1,9.754,NA,NA,0.0200001412,NA
NREXP234,Citrate,1,9.8,NA,NA,NA,-0.02111186
